       tstart        |      msid       | flag
---------------------+-----------------+------
 1999:270:00:00:00   |        *        | *
 1999:291:00:00:00   |        *        | *
 1999:295:00:00:00   |        *        | *
 2000:048:00:00:00   |        *        | *
 2000:049:00:00:00   |        *        | *
 2000:050:00:00:00   |        *        | *
 2000:111:00:00:00   |        *        | *
 2000:264:00:00:00   |        *        | *
 2008:225:00:00:00   |        *        | *
 2011:187:00:00:00   |        *        | *
 2011:188:00:00:00   |        *        | *
 2011:189:00:00:00   |        *        | *
 2011:190:00:00:00   |        *        | *
 2011:295:00:00:00   |        *        | *
 2012:150:00:00:00   |        *        | *
 2012:151:00:00:00   |        *        | *
 2015:264:00:00:00   |        *        | *
 2015:265:00:00:00   |        *        | *
 2016:064:00:00:00   |        *        | *
 2011-10-26 04:58:39 | AACCCDRT        | M
 2011-10-26 04:58:39 | AACH1T          | M
 2011-10-26 04:58:39 | AACH2T          | M
 2011-10-26 04:58:39 | AAOTALT         | M
 2011-10-26 04:58:39 | AAOTAPMT        | M
 2011-10-26 04:58:39 | AAOTASMT        | M
 2011-10-26 04:58:39 | AAOTH2MT        | M
 2011-10-26 04:58:39 | AC_AC_HT        | M
 2011-10-26 04:58:39 | AC_AC_OT        | M
 2011-10-26 04:58:39 | AIRU1BT         | M
 2011-10-26 04:58:39 | AIRU1G1T        | M
 2011-10-26 04:58:39 | AIRU1G2T        | M
 2011-10-26 04:58:39 | AIRU1VFT        | M
 2011-10-26 04:58:39 | AIRU2BT         | M
 2011-10-26 04:58:39 | AIRU2G1T        | M
 2011-10-26 04:58:39 | AIRU2G2T        | M
 2011-10-26 04:58:39 | AIRU2VFT        | M
 2011-10-26 04:58:39 | ARWA1BT         | M
 2011-10-26 04:58:39 | ARWA2BT         | M
 2011-10-26 04:58:39 | ARWA3BT         | M
 2011-10-26 04:58:39 | ARWA4BT         | M
 2011-10-26 04:58:39 | ARWA5BT         | M
 2011-10-26 04:58:39 | ARWA6BT         | M
 2011-10-26 04:58:39 | CPA1BPT         | M
 2011-10-26 04:58:39 | CPA2BPT         | M
 2011-10-26 04:58:39 | CUSOAIT         | M
 2011-10-26 04:58:39 | CUSOBIT         | M
 2011-10-26 04:58:39 | CXPNAIT         | M
 2011-10-26 04:58:39 | CXPNBIT         | M
 2011-10-26 04:58:39 | EE_AXIAL        | M
 2011-10-26 04:58:39 | EE_BULK         | M
 2011-10-26 04:58:39 | EE_DIAM         | M
 2011-10-26 04:58:39 | EE_RADIAL       | M
 2011-10-26 04:58:39 | EE_THERM        | M
 2011-10-26 04:58:39 | HAAG            | M
 2011-10-26 04:58:39 | HARG            | M
 2011-10-26 04:58:39 | HMAX35          | M
 2011-10-26 04:58:39 | HMCSAVE         | M
 2011-10-26 04:58:39 | HMIN35          | M
 2011-10-26 04:58:39 | HRMA_AVE        | M
 2011-10-26 04:58:39 | HRMHCHK         | M
 2011-10-26 04:58:39 | OBAAG           | M
 2011-10-26 04:58:39 | OBAAGW          | M
 2011-10-26 04:58:39 | OBACAVE         | M
 2011-10-26 04:58:39 | OBACAVEW        | M
 2011-10-26 04:58:39 | OBADIG          | M
 2011-10-26 04:58:39 | OBADIGW         | M
 2011-10-26 04:58:39 | OBA_AVE         | M
 2011-10-26 04:58:39 | OHRMGRD1        | M
 2011-10-26 04:58:39 | OHRMGRD2        | M
 2011-10-26 04:58:39 | OHRMGRD3        | M
 2011-10-26 04:58:39 | OHRMGRD4        | M
 2011-10-26 04:58:39 | OHRMGRD5        | M
 2011-10-26 04:58:39 | OHRMGRD6        | M
 2011-10-26 04:58:39 | OHRMGRD7        | M
 2011-10-26 04:58:39 | OHRMGRD8        | M
 2011-10-26 04:58:39 | OHRTHR01        | M
 2011-10-26 04:58:39 | OHRTHR02        | M
 2011-10-26 04:58:39 | OHRTHR03        | M
 2011-10-26 04:58:39 | OHRTHR04        | M
 2011-10-26 04:58:39 | OHRTHR05        | M
 2011-10-26 04:58:39 | OHRTHR06        | M
 2011-10-26 04:58:39 | OHRTHR07        | M
 2011-10-26 04:58:39 | OHRTHR08        | M
 2011-10-26 04:58:39 | OHRTHR09        | M
 2011-10-26 04:58:39 | OHRTHR10        | M
 2011-10-26 04:58:39 | OHRTHR11        | M
 2011-10-26 04:58:39 | OHRTHR12        | M
 2011-10-26 04:58:39 | OHRTHR13        | M
 2011-10-26 04:58:39 | OHRTHR14        | M
 2011-10-26 04:58:39 | OHRTHR15        | M
 2011-10-26 04:58:39 | OHRTHR16        | M
 2011-10-26 04:58:39 | OHRTHR17        | M
 2011-10-26 04:58:39 | OHRTHR18        | M
 2011-10-26 04:58:39 | OHRTHR19        | M
 2011-10-26 04:58:39 | OHRTHR20        | M
 2011-10-26 04:58:39 | OHRTHR21        | M
 2011-10-26 04:58:39 | OHRTHR22        | M
 2011-10-26 04:58:39 | OHRTHR23        | M
 2011-10-26 04:58:39 | OHRTHR24        | M
 2011-10-26 04:58:39 | OHRTHR25        | M
 2011-10-26 04:58:39 | OHRTHR26        | M
 2011-10-26 04:58:39 | OHRTHR27        | M
 2011-10-26 04:58:39 | OHRTHR29        | M
 2011-10-26 04:58:39 | OHRTHR30        | M
 2011-10-26 04:58:39 | OHRTHR31        | M
 2011-10-26 04:58:39 | OHRTHR32        | M
 2011-10-26 04:58:39 | OHRTHR33        | M
 2011-10-26 04:58:39 | OHRTHR34        | M
 2011-10-26 04:58:39 | OHRTHR35        | M
 2011-10-26 04:58:39 | OHRTHR36        | M
 2011-10-26 04:58:39 | OHRTHR37        | M
 2011-10-26 04:58:39 | OHRTHR38        | M
 2011-10-26 04:58:39 | OHRTHR39        | M
 2011-10-26 04:58:39 | OHRTHR40        | M
 2011-10-26 04:58:39 | OHRTHR41        | M
 2011-10-26 04:58:39 | OHRTHR42        | M
 2011-10-26 04:58:39 | OHRTHR43        | M
 2011-10-26 04:58:39 | OHRTHR44        | M
 2011-10-26 04:58:39 | OHRTHR45        | M
 2011-10-26 04:58:39 | OHRTHR46        | M
 2011-10-26 04:58:39 | OHRTHR47        | M
 2011-10-26 04:58:39 | OHRTHR48        | M
 2011-10-26 04:58:39 | OHRTHR49        | M
 2011-10-26 04:58:39 | OHRTHR50        | M
 2011-10-26 04:58:39 | OHRTHR51        | M
 2011-10-26 04:58:39 | OHRTHR52        | M
 2011-10-26 04:58:39 | OHRTHR53        | M
 2011-10-26 04:58:39 | OHRTHR54        | M
 2011-10-26 04:58:39 | OHRTHR55        | M
 2011-10-26 04:58:39 | OHRTHR56        | M
 2011-10-26 04:58:39 | OHRTHR57        | M
 2011-10-26 04:58:39 | OHRTHR58        | M
 2011-10-26 04:58:39 | OHRTHR59        | M
 2011-10-26 04:58:39 | OHRTHR60        | M
 2011-10-26 04:58:39 | OHRTHR61        | M
 2011-10-26 04:58:39 | OHRTHR62        | M
 2011-10-26 04:58:39 | OHRTHR63        | M
 2011-10-26 04:58:39 | OHRTHR64        | M
 2011-10-26 04:58:39 | OMAX34          | M
 2011-10-26 04:58:39 | OMIN34          | M
 2011-10-26 04:58:39 | OOBAGRD1        | M
 2011-10-26 04:58:39 | OOBAGRD2        | M
 2011-10-26 04:58:39 | OOBAGRD3        | M
 2011-10-26 04:58:39 | OOBAGRD4        | M
 2011-10-26 04:58:39 | OOBAGRD5        | M
 2011-10-26 04:58:39 | OOBAGRD6        | M
 2011-10-26 04:58:39 | OOBAGRD7        | M
 2011-10-26 04:58:39 | OOBAGRD8        | M
 2011-10-26 04:58:39 | OOBTHR01        | M
 2011-10-26 04:58:39 | OOBTHR02        | M
 2011-10-26 04:58:39 | OOBTHR03        | M
 2011-10-26 04:58:39 | OOBTHR04        | M
 2011-10-26 04:58:39 | OOBTHR05        | M
 2011-10-26 04:58:39 | OOBTHR06        | M
 2011-10-26 04:58:39 | OOBTHR07        | M
 2011-10-26 04:58:39 | OOBTHR08        | M
 2011-10-26 04:58:39 | OOBTHR09        | M
 2011-10-26 04:58:39 | OOBTHR10        | M
 2011-10-26 04:58:39 | OOBTHR11        | M
 2011-10-26 04:58:39 | OOBTHR12        | M
 2011-10-26 04:58:39 | OOBTHR13        | M
 2011-10-26 04:58:39 | OOBTHR14        | M
 2011-10-26 04:58:39 | OOBTHR15        | M
 2011-10-26 04:58:39 | OOBTHR16        | M
 2011-10-26 04:58:39 | OOBTHR17        | M
 2011-10-26 04:58:39 | OOBTHR18        | M
 2011-10-26 04:58:39 | OOBTHR19        | M
 2011-10-26 04:58:39 | OOBTHR20        | M
 2011-10-26 04:58:39 | OOBTHR21        | M
 2011-10-26 04:58:39 | OOBTHR22        | M
 2011-10-26 04:58:39 | OOBTHR23        | M
 2011-10-26 04:58:39 | OOBTHR24        | M
 2011-10-26 04:58:39 | OOBTHR25        | M
 2011-10-26 04:58:39 | OOBTHR26        | M
 2011-10-26 04:58:39 | OOBTHR27        | M
 2011-10-26 04:58:39 | OOBTHR28        | M
 2011-10-26 04:58:39 | OOBTHR29        | M
 2011-10-26 04:58:39 | OOBTHR30        | M
 2011-10-26 04:58:39 | OOBTHR31        | M
 2011-10-26 04:58:39 | OOBTHR32        | M
 2011-10-26 04:58:39 | OOBTHR33        | M
 2011-10-26 04:58:39 | OOBTHR34        | M
 2011-10-26 04:58:39 | OOBTHR35        | M
 2011-10-26 04:58:39 | OOBTHR36        | M
 2011-10-26 04:58:39 | OOBTHR37        | M
 2011-10-26 04:58:39 | OOBTHR38        | M
 2011-10-26 04:58:39 | OOBTHR39        | M
 2011-10-26 04:58:39 | OOBTHR40        | M
 2011-10-26 04:58:39 | OOBTHR41        | M
 2011-10-26 04:58:39 | OOBTHR42        | M
 2011-10-26 04:58:39 | OOBTHR43        | M
 2011-10-26 04:58:39 | OOBTHR44        | M
 2011-10-26 04:58:39 | OOBTHR45        | M
 2011-10-26 04:58:39 | OOBTHR46        | M
 2011-10-26 04:58:39 | OOBTHR47        | M
 2011-10-26 04:58:39 | OOBTHR48        | M
 2011-10-26 04:58:39 | OOBTHR49        | M
 2011-10-26 04:58:39 | OOBTHR50        | M
 2011-10-26 04:58:39 | OOBTHR51        | M
 2011-10-26 04:58:39 | OOBTHR52        | M
 2011-10-26 04:58:39 | OOBTHR53        | M
 2011-10-26 04:58:39 | OOBTHR54        | M
 2011-10-26 04:58:39 | OOBTHR55        | M
 2011-10-26 04:58:39 | OOBTHR56        | M
 2011-10-26 04:58:39 | OOBTHR57        | M
 2011-10-26 04:58:39 | OOBTHR58        | M
 2011-10-26 04:58:39 | OOBTHR59        | M
 2011-10-26 04:58:39 | OOBTHR60        | M
 2011-10-26 04:58:39 | OOBTHR61        | M
 2011-10-26 04:58:39 | OOBTHR62        | M
 2011-10-26 04:58:39 | OOBTHR63        | M
 2011-10-26 04:58:39 | OOBTHR64        | M
 2011-10-26 04:58:39 | P01             | M
 2011-10-26 04:58:39 | P02             | M
 2011-10-26 04:58:39 | P03             | M
 2011-10-26 04:58:39 | P04             | M
 2011-10-26 04:58:39 | P05             | M
 2011-10-26 04:58:39 | P06             | M
 2011-10-26 04:58:39 | P07             | M
 2011-10-26 04:58:39 | P08             | M
 2011-10-26 04:58:39 | P09             | M
 2011-10-26 04:58:39 | P10             | M
 2011-10-26 04:58:39 | P11             | M
 2011-10-26 04:58:39 | P12             | M
 2011-10-26 04:58:39 | P13             | M
 2011-10-26 04:58:39 | P14             | M
 2011-10-26 04:58:39 | P15             | M
 2011-10-26 04:58:39 | P16             | M
 2011-10-26 04:58:39 | P17             | M
 2011-10-26 04:58:39 | P18             | M
 2011-10-26 04:58:39 | P19             | M
 2011-10-26 04:58:39 | P20             | M
 2011-10-26 04:58:39 | P23             | M
 2011-10-26 04:58:39 | P24             | M
 2011-10-26 04:58:39 | P25             | M
 2011-10-26 04:58:39 | P26             | M
 2011-10-26 04:58:39 | P27             | M
 2011-10-26 04:58:39 | P28             | M
 2011-10-26 04:58:39 | P29             | M
 2011-10-26 04:58:39 | P30             | M
 2011-10-26 04:58:39 | P31             | M
 2011-10-26 04:58:39 | P32             | M
 2011-10-26 04:58:39 | P33             | M
 2011-10-26 04:58:39 | P34             | M
 2011-10-26 04:58:39 | P35             | M
 2011-10-26 04:58:39 | P36             | M
 2011-10-26 04:58:39 | P37             | M
 2011-10-26 04:58:39 | P38             | M
 2011-10-26 04:58:39 | P39             | M
 2011-10-26 04:58:39 | P40             | M
 2011-10-26 04:58:39 | P41             | M
 2011-10-26 04:58:39 | P42             | M
 2011-10-26 04:58:39 | P43             | M
 2011-10-26 04:58:39 | P44             | M
 2011-10-26 04:58:39 | P45             | M
 2011-10-26 04:58:39 | P46             | M
 2011-10-26 04:58:39 | P47             | M
 2011-10-26 04:58:39 | P48             | M
 2011-10-26 04:58:39 | P49             | M
 2011-10-26 04:58:39 | P50             | M
 2011-10-26 04:58:39 | P51             | M
 2011-10-26 04:58:39 | P52             | M
 2011-10-26 04:58:39 | P53             | M
 2011-10-26 04:58:39 | P54             | M
 2011-10-26 04:58:39 | P55             | M
 2011-10-26 04:58:39 | P57             | M
 2011-10-26 04:58:39 | P58             | M
 2011-10-26 04:58:39 | P59             | M
 2011-10-26 04:58:39 | P60             | M
 2011-10-26 04:58:39 | P61             | M
 2011-10-26 04:58:39 | P62             | M
 2011-10-26 04:58:39 | P63             | M
 2011-10-26 04:58:39 | P64             | M
 2011-10-26 04:58:39 | P65             | M
 2011-10-26 04:58:39 | P66             | M
 2011-10-26 04:58:39 | P67             | M
 2011-10-26 04:58:39 | P68             | M
 2011-10-26 04:58:39 | P69             | M
 2011-10-26 04:58:39 | P75             | M
 2011-10-26 04:58:39 | P76             | M
 2011-10-26 04:58:39 | P77             | M
 2011-10-26 04:58:39 | P78             | M
 2011-10-26 04:58:39 | P79             | M
 2011-10-26 04:58:39 | P80             | M
 2011-10-26 04:58:39 | PABH            | M
 2011-10-26 04:58:39 | PAFTCONE        | M
 2011-10-26 04:58:39 | PAFTCYL         | M
 2011-10-26 04:58:39 | PAHP            | M
 2011-10-26 04:58:39 | PCM01T          | M
 2011-10-26 04:58:39 | PCM02T          | M
 2011-10-26 04:58:39 | PCM03T          | M
 2011-10-26 04:58:39 | PCM04T          | M
 2011-10-26 04:58:39 | PCONE           | M
 2011-10-26 04:58:39 | PFAP            | M
 2011-10-26 04:58:39 | PFDM101T        | M
 2011-10-26 04:58:39 | PFDM102T        | M
 2011-10-26 04:58:39 | PFDM201T        | M
 2011-10-26 04:58:39 | PFDM202T        | M
 2011-10-26 04:58:39 | PFFP01T         | M
 2011-10-26 04:58:39 | PFTANK1T        | M
 2011-10-26 04:58:39 | PFTANK2T        | M
 2011-10-26 04:58:39 | PFWDCONE        | M
 2011-10-26 04:58:39 | PFWDCYL         | M
 2011-10-26 04:58:39 | PHETANKT        | M
 2011-10-26 04:58:39 | PHOFP1T         | M
 2011-10-26 04:58:39 | PHRMA           | M
 2011-10-26 04:58:39 | PHRMASTRUTS     | M
 2011-10-26 04:58:39 | PIC             | M
 2011-10-26 04:58:39 | PLAED1AT        | M
 2011-10-26 04:58:39 | PLAED1BT        | M
 2011-10-26 04:58:39 | PLAED1CT        | M
 2011-10-26 04:58:39 | PLAED1DT        | M
 2011-10-26 04:58:39 | PLAED1ET        | M
 2011-10-26 04:58:39 | PLAED1FT        | M
 2011-10-26 04:58:39 | PLAED1GT        | M
 2011-10-26 04:58:39 | PLAED1HT        | M
 2011-10-26 04:58:39 | PLAED1IT        | M
 2011-10-26 04:58:39 | PLAED2AT        | M
 2011-10-26 04:58:39 | PLAED2BT        | M
 2011-10-26 04:58:39 | PLAED2CT        | M
 2011-10-26 04:58:39 | PLAED2DT        | M
 2011-10-26 04:58:39 | PLAED2ET        | M
 2011-10-26 04:58:39 | PLAED2FT        | M
 2011-10-26 04:58:39 | PLAED2GT        | M
 2011-10-26 04:58:39 | PLAED2HT        | M
 2011-10-26 04:58:39 | PLAED2IT        | M
 2011-10-26 04:58:39 | PLAED3AT        | M
 2011-10-26 04:58:39 | PLAED3BT        | M
 2011-10-26 04:58:39 | PLAED3CT        | M
 2011-10-26 04:58:39 | PLAED3DT        | M
 2011-10-26 04:58:39 | PLAED3ET        | M
 2011-10-26 04:58:39 | PLAED3FT        | M
 2011-10-26 04:58:39 | PLAED3GT        | M
 2011-10-26 04:58:39 | PLAED3HT        | M
 2011-10-26 04:58:39 | PLAED3IT        | M
 2011-10-26 04:58:39 | PLAED4AT        | M
 2011-10-26 04:58:39 | PLAED4BT        | M
 2011-10-26 04:58:39 | PLAED4CT        | M
 2011-10-26 04:58:39 | PLAED4DT        | M
 2011-10-26 04:58:39 | PLAED4ET        | M
 2011-10-26 04:58:39 | PLAED4FT        | M
 2011-10-26 04:58:39 | PLAED4GT        | M
 2011-10-26 04:58:39 | PLAED4HT        | M
 2011-10-26 04:58:39 | PLAED4IT        | M
 2011-10-26 04:58:39 | PLAEV1AT        | M
 2011-10-26 04:58:39 | PLAEV1BT        | M
 2011-10-26 04:58:39 | PLAEV2AT        | M
 2011-10-26 04:58:39 | PLAEV2BT        | M
 2011-10-26 04:58:39 | PLAEV3AT        | M
 2011-10-26 04:58:39 | PLAEV3BT        | M
 2011-10-26 04:58:39 | PLAEV4AT        | M
 2011-10-26 04:58:39 | PLAEV4BT        | M
 2011-10-26 04:58:39 | PLINE01T        | M
 2011-10-26 04:58:39 | PLINE02T        | M
 2011-10-26 04:58:39 | PLINE03T        | M
 2011-10-26 04:58:39 | PLINE04T        | M
 2011-10-26 04:58:39 | PLINE05T        | M
 2011-10-26 04:58:39 | PLINE06T        | M
 2011-10-26 04:58:39 | PLINE07T        | M
 2011-10-26 04:58:39 | PLINE08T        | M
 2011-10-26 04:58:39 | PLINE09T        | M
 2011-10-26 04:58:39 | PLINE10T        | M
 2011-10-26 04:58:39 | PLINE11T        | M
 2011-10-26 04:58:39 | PLINE12T        | M
 2011-10-26 04:58:39 | PLINE13T        | M
 2011-10-26 04:58:39 | PLINE14T        | M
 2011-10-26 04:58:39 | PLINE15T        | M
 2011-10-26 04:58:39 | PLINE16T        | M
 2011-10-26 04:58:39 | PM1THV1T        | M
 2011-10-26 04:58:39 | PM1THV2T        | M
 2011-10-26 04:58:39 | PM2THV1T        | M
 2011-10-26 04:58:39 | PM2THV2T        | M
 2011-10-26 04:58:39 | PM3THV1T        | M
 2011-10-26 04:58:39 | PM3THV2T        | M
 2011-10-26 04:58:39 | PM4THV1T        | M
 2011-10-26 04:58:39 | PM4THV2T        | M
 2011-10-26 04:58:39 | PMFP01T         | M
 2011-10-26 04:58:39 | PMIDCONE        | M
 2011-10-26 04:58:39 | PMNT            | M
 2011-10-26 04:58:39 | PMTANK1T        | M
 2011-10-26 04:58:39 | PMTANK2T        | M
 2011-10-26 04:58:39 | PMTANK3T        | M
 2011-10-26 04:58:39 | POBAT           | M
 2011-10-26 04:58:39 | POC             | M
 2011-10-26 04:58:39 | PPL10           | M
 2011-10-26 04:58:39 | PRADVNT         | M
 2011-10-26 04:58:39 | PSCSTRUTS       | M
 2011-10-26 04:58:39 | PTFTE           | M
 2011-10-26 04:58:39 | PTOTAL          | M
 2011-10-26 04:58:39 | PXDM01T         | M
 2011-10-26 04:58:39 | PXDM02T         | M
 2011-10-26 04:58:39 | PXTANK1T        | M
 2011-10-26 04:58:39 | PXTANK2T        | M
 2011-10-26 04:58:39 | SUNANGLE        | M
 2011-10-26 04:58:39 | TABMAX          | M
 2011-10-26 04:58:39 | TABMIN          | M
 2011-10-26 04:58:39 | TAPE1PST        | M
 2011-10-26 04:58:39 | TAPE2PST        | M
 2011-10-26 04:58:39 | TAPEA1T         | M
 2011-10-26 04:58:39 | TAPEA2T         | M
 2011-10-26 04:58:39 | TASPPCM         | M
 2011-10-26 04:58:39 | TASPPCP         | M
 2011-10-26 04:58:39 | TASPPCU         | M
 2011-10-26 04:58:39 | TASPRWC         | M
 2011-10-26 04:58:39 | TATECDPT        | M
 2011-10-26 04:58:39 | TATECDRT        | M
 2011-10-26 04:58:39 | TB1T1           | M
 2011-10-26 04:58:39 | TB1T2           | M
 2011-10-26 04:58:39 | TB1T3           | M
 2011-10-26 04:58:39 | TB2T1           | M
 2011-10-26 04:58:39 | TB2T2           | M
 2011-10-26 04:58:39 | TB2T3           | M
 2011-10-26 04:58:39 | TB3T1           | M
 2011-10-26 04:58:39 | TB3T2           | M
 2011-10-26 04:58:39 | TB3T3           | M
 2011-10-26 04:58:39 | TCM_CTU         | M
 2011-10-26 04:58:39 | TCM_IFU         | M
 2011-10-26 04:58:39 | TCM_OBC         | M
 2011-10-26 04:58:39 | TCM_PA1         | M
 2011-10-26 04:58:39 | TCM_PA2         | M
 2011-10-26 04:58:39 | TCM_PAN         | M
 2011-10-26 04:58:39 | TCM_RFAS        | M
 2011-10-26 04:58:39 | TCM_SSR1        | M
 2011-10-26 04:58:39 | TCM_SSR2        | M
 2011-10-26 04:58:39 | TCM_TX1         | M
 2011-10-26 04:58:39 | TCM_TX2         | M
 2011-10-26 04:58:39 | TCM_USO         | M
 2011-10-26 04:58:39 | TCNR_BRM        | M
 2011-10-26 04:58:39 | TCYLAFT1        | M
 2011-10-26 04:58:39 | TCYLAFT2        | M
 2011-10-26 04:58:39 | TCYLAFT3        | M
 2011-10-26 04:58:39 | TCYLAFT4        | M
 2011-10-26 04:58:39 | TCYLAFT5        | M
 2011-10-26 04:58:39 | TCYLAFT6        | M
 2011-10-26 04:58:39 | TCYLCMM         | M
 2011-10-26 04:58:39 | TCYLFMZM        | M
 2011-10-26 04:58:39 | TCYLFMZP        | M
 2011-10-26 04:58:39 | TCYLPCM         | M
 2011-10-26 04:58:39 | TCYLPCP         | M
 2011-10-26 04:58:39 | TCYLRWC         | M
 2011-10-26 04:58:39 | TCYZ_RW1        | M
 2011-10-26 04:58:39 | TCYZ_RW6        | M
 2011-10-26 04:58:39 | TEIO            | M
 2011-10-26 04:58:39 | TELAB_AVE       | M
 2011-10-26 04:58:39 | TELHS_AVE       | M
 2011-10-26 04:58:39 | TELSS_AVE       | M
 2011-10-26 04:58:39 | TEPHIN          | M
 2011-10-26 04:58:39 | TEP_BPAN        | M
 2011-10-26 04:58:39 | TEP_EIA         | M
 2011-10-26 04:58:39 | TEP_PCU         | M
 2011-10-26 04:58:39 | TEP_PPAN        | M
 2011-10-26 04:58:39 | TEP_PSU1        | M
 2011-10-26 04:58:39 | TEP_PSU2        | M
 2011-10-26 04:58:39 | TEP_RCTU        | M
 2011-10-26 04:58:39 | TESH1           | M
 2011-10-26 04:58:39 | TESH2           | M
 2011-10-26 04:58:39 | TFSPCMM         | M
 2011-10-26 04:58:39 | TFSPCMP         | M
 2011-10-26 04:58:39 | TFSPPCM         | M
 2011-10-26 04:58:39 | TFSPPCP         | M
 2011-10-26 04:58:39 | TFSPPCU         | M
 2011-10-26 04:58:39 | TFSPRWC         | M
 2011-10-26 04:58:39 | TFSSBKT1        | M
 2011-10-26 04:58:39 | TFSSBKT2        | M
 2011-10-26 04:58:39 | TFUTSUPN        | M
 2011-10-26 04:58:39 | THSMAX          | M
 2011-10-26 04:58:39 | THSMIN          | M
 2011-10-26 04:58:39 | TILT_AXIAL      | M
 2011-10-26 04:58:39 | TILT_BULK       | M
 2011-10-26 04:58:39 | TILT_DIAM       | M
 2011-10-26 04:58:39 | TILT_MAX        | M
 2011-10-26 04:58:39 | TILT_RSS        | M
 2011-10-26 04:58:39 | TMYHNG          | M
 2011-10-26 04:58:39 | TMYSADA         | M
 2011-10-26 04:58:39 | TMZLGABM        | M
 2011-10-26 04:58:39 | TMZP_CNT        | M
 2011-10-26 04:58:39 | TMZP_MY         | M
 2011-10-26 04:58:39 | TMZP_PY         | M
 2011-10-26 04:58:39 | TOXTSUPN        | M
 2011-10-26 04:58:39 | TPCM_RW4        | M
 2011-10-26 04:58:39 | TPCM_RW5        | M
 2011-10-26 04:58:39 | TPCP_RW2        | M
 2011-10-26 04:58:39 | TPCP_RW3        | M
 2011-10-26 04:58:39 | TPC_CEA         | M
 2011-10-26 04:58:39 | TPC_DEA         | M
 2011-10-26 04:58:39 | TPC_ESE         | M
 2011-10-26 04:58:39 | TPC_FSSE        | M
 2011-10-26 04:58:39 | TPC_PAN         | M
 2011-10-26 04:58:39 | TPC_RCTU        | M
 2011-10-26 04:58:39 | TPC_WDA         | M
 2011-10-26 04:58:39 | TPYSADA         | M
 2011-10-26 04:58:39 | TPZLGABM        | M
 2011-10-26 04:58:39 | TRSPMTPC        | M
 2011-10-26 04:58:39 | TRSPOTEP        | M
 2011-10-26 04:58:39 | TRSPOTEX        | M
 2011-10-26 04:58:39 | TRSPOTPC        | M
 2011-10-26 04:58:39 | TRSPRWBB        | M
 2011-10-26 04:58:39 | TRSPRWBC        | M
 2011-10-26 04:58:39 | TRSPRWCM        | M
 2011-10-26 04:58:39 | TSAMYT          | M
 2011-10-26 04:58:39 | TSAPYT          | M
 2011-10-26 04:58:39 | TSCTSF1         | M
 2011-10-26 04:58:39 | TSCTSF2         | M
 2011-10-26 04:58:39 | TSCTSF3         | M
 2011-10-26 04:58:39 | TSCTSF4         | M
 2011-10-26 04:58:39 | TSCTSF5         | M
 2011-10-26 04:58:39 | TSCTSF6         | M
 2011-10-26 04:58:39 | TSSMAX          | M
 2011-10-26 04:58:39 | TSSMIN          | M
 2011-10-26 04:58:39 | ABS_RWSPD1      | A
 2011-10-26 04:58:39 | ABS_RWSPD2      | A
 2011-10-26 04:58:39 | ABS_RWSPD3      | A
 2011-10-26 04:58:39 | ABS_RWSPD4      | A
 2011-10-26 04:58:39 | ABS_RWSPD5      | A
 2011-10-26 04:58:39 | GCA_RWSPD1      | A
 2011-10-26 04:58:39 | GCA_RWSPD2      | A
 2011-10-26 04:58:39 | GCA_RWSPD3      | A
 2011-10-26 04:58:39 | GCA_RWSPD4      | A
 2011-10-26 04:58:39 | GCA_RWSPD5      | A
 2011-10-26 04:58:39 | AOEPICER        | A
 2011-10-26 04:58:39 | AORWCMD1        | A
 2011-10-26 04:58:39 | AORWCMD3        | A
 2011-10-26 04:58:39 | AORWCMD4        | A
 2011-10-26 04:58:39 | AOSARES1        | A
 2011-10-26 04:58:39 | AOSARES2        | A
 2011-10-26 04:58:39 | AOGBIAS1        | A
 2011-10-26 04:58:39 | AOGBIAS2        | A
 2011-10-26 04:58:39 | AOGBIAS3        | A
 2011-10-26 04:58:39 | NPM_CSSI3       | A
 2011-10-26 04:58:39 | NPM_CSSI4       | A
 2011-10-27 00:00:00 | AACCCDPT        | A
 2011-10-27 00:00:00 | ABS_RWSPD1      | A
 2011-10-27 00:00:00 | ABS_RWSPD2      | A
 2011-10-27 00:00:00 | ABS_RWSPD3      | A
 2011-10-27 00:00:00 | ABS_RWSPD4      | A
 2011-10-27 00:00:00 | ABS_RWSPD5      | A
 2011-10-27 00:00:00 | GCA_RWSPD1      | A
 2011-10-27 00:00:00 | GCA_RWSPD2      | A
 2011-10-27 00:00:00 | GCA_RWSPD3      | A
 2011-10-27 00:00:00 | GCA_RWSPD4      | A
 2011-10-27 00:00:00 | GCA_RWSPD5      | A
 2011-10-27 00:00:00 | AIRU2BT         | A
 2011-10-27 00:00:00 | AOEPICER        | A
 2011-10-27 00:00:00 | AORWCMD1        | A
 2011-10-27 00:00:00 | AORWCMD3        | A
 2011-10-27 00:00:00 | AORWCMD4        | A
 2011-10-27 00:00:00 | ARWA1BT         | A
 2011-10-27 00:00:00 | ARWA6BT         | A
 2011-10-27 00:00:00 | TCYZ_RW1        | A
 2011-10-27 00:00:00 | TCYZ_RW6        | A
 2011-10-27 00:00:00 | ROLL_BIAS_DIFF  | A
 2011-10-27 00:00:00 | PITCH_BIAS_DIFF | A
 2011-10-27 00:00:00 | YAW_BIAS_DIFF   | A
 2011-10-27 00:00:00 | AOGBIAS1        | A
 2011-10-27 00:00:00 | AOGBIAS2        | A
