       tstart        |      msid       | flag
---------------------+-----------------+------
 1999:270:00:00:00   |        *        | *
 1999:291:00:00:00   |        *        | *
 1999:295:00:00:00   |        *        | *
 2000:048:00:00:00   |        *        | *
 2000:049:00:00:00   |        *        | *
 2000:050:00:00:00   |        *        | *
 2000:111:00:00:00   |        *        | *
 2000:264:00:00:00   |        *        | *
 2008:225:00:00:00   |        *        | *
 2011:187:00:00:00   |        *        | *
 2011:188:00:00:00   |        *        | *
 2011:189:00:00:00   |        *        | *
 2011:190:00:00:00   |        *        | *
 2011:295:00:00:00   |        *        | *
 2012:150:00:00:00   |        *        | *
 2012:151:00:00:00   |        *        | *
 2015:264:00:00:00   |        *        | *
 2015:265:00:00:00   |        *        | *
 2016:064:00:00:00   |        *        | *
 1999-07-23 12:43:43 | GCA_SASTEP1     | w
 1999-07-23 12:43:43 | GCA_SASTEP2     | w
 1999-07-24 00:00:00 | CUSOAOVN        | R
 1999-07-24 00:00:00 | CUSOAIT         | R
 1999-07-24 00:00:00 | CUSOA28V        | R
 1999-07-24 00:00:00 | CCDM_CUSOA28V   | M
 1999-07-24 00:00:00 | CCDM_CUSOAIT    | M
 1999-07-24 00:00:00 | CCDM_CUSOAOVN   | M
 1999-07-25 00:00:01 | CUSOA28V        | R
 1999-07-25 00:00:01 | CUSOAOVN        | R
 1999-07-25 00:00:01 | CUSOAIT         | R
 1999-07-26 00:00:00 | CUSOAOVN        | R
 1999-07-26 00:00:00 | CUSOAIT         | R
 1999-07-26 00:00:00 | CUSOA28V        | R
 1999-07-26 00:00:00 | CCDM_CUSOA28V   | M
 1999-07-26 00:00:00 | CCDM_CUSOAIT    | M
 1999-07-26 00:00:00 | CCDM_CUSOAOVN   | M
 1999-07-27 00:00:00 | CUSOAOVN        | R
 1999-07-27 00:00:00 | CUSOAIT         | R
 1999-07-27 00:00:00 | CUSOA28V        | R
 1999-07-27 00:00:00 | ELBI_LOW        | R
 1999-07-27 00:00:00 | ELBV            | R
 1999-07-27 00:00:00 | AIRU1G2I        | J
 1999-07-27 00:00:00 | CCDM_CUSOAIT    | M
 1999-07-27 00:00:00 | CCDM_CUSOAOVN   | M
 1999-07-31 00:00:00 | CUSOAIT         | R
 1999-08-02 00:00:00 | TCM_PAN         | R
 1999-08-02 00:00:00 | AOGBIAS2        | W
 1999-08-06 00:00:00 | 3SDP5V          | 1
 1999-08-08 00:00:00 | 1WRBT           | R
 1999-08-08 00:00:00 | 1CBAT           | R
 1999-08-08 00:00:00 | 1CBBT           | R
 1999-08-08 00:00:00 | 1CRAT           | R
 1999-08-08 00:00:00 | 1CRBT           | R
 1999-08-08 00:00:00 | 1WRAT           | R
 1999-08-09 00:00:00 | CUSOAIT         | R
 1999-08-09 00:00:00 | OOBTHR08        | r
 1999-08-09 00:00:00 | AOGBIAS1        | w
 1999-08-09 00:00:00 | TFCAG           | R
 1999-08-09 00:00:00 | TFCDG           | R
 1999-08-09 00:00:00 | OBAADG          | R
 1999-08-09 00:00:00 | OBAMDG          | R
 1999-08-10 00:00:00 | CUSOAIT         | R
 1999-08-10 00:00:00 | OOBTHR08        | r
 1999-08-10 00:00:00 | GCA_BIAS2       | w
 1999-08-10 00:00:00 | GCA_BIAS3       | w
 1999-08-10 00:00:00 | AOGBIAS1        | w
 1999-08-10 00:00:00 | AOGBIAS2        | w
 1999-08-10 00:00:00 | TFCAG           | R
 1999-08-10 00:00:00 | TFCDG           | R
 1999-08-10 00:00:00 | OBAADG          | R
 1999-08-10 00:00:00 | OBAFDG          | R
 1999-08-10 00:00:00 | OBAMDG          | R
 1999-08-12 00:00:00 | TPYSADA         | R
 1999-08-12 00:00:00 | GCA_BIAS1       | J
 1999-08-13 00:00:00 | PITCH_CTRL      | w
 1999-08-13 00:00:00 | YAW_CTRL        | w
 1999-08-13 00:00:00 | NPM_CSSI3       | W
 1999-08-13 00:00:00 | NPM_CSSI4       | W
 1999-08-14 00:00:00 | PITCH_CTRL      | w
 1999-08-14 00:00:00 | YAW_CTRL        | w
 1999-08-15 00:00:00 | GCM_FAACC       | 1
 1999-08-16 00:00:00 | OBADIG_TILT     | R
 1999-08-16 00:00:00 | GCM_FAACC       | 1
 1999-08-20 00:00:00 | ELBI_LOW        | R
 1999-08-20 00:00:00 | ELBV            | R
 1999-08-20 00:00:00 | GCM_FAACC       | 1
 1999-08-24 00:00:00 | GCM_FAACC       | 1
 1999-08-30 00:00:00 | ELBI_LOW        | R
 1999-08-30 00:00:00 | ELBV            | R
 1999-08-30 00:00:00 | GCM_FAACC       | 1
 1999-08-30 00:00:00 | 4RT711T         | R
 1999-08-30 00:00:00 | 4MP5AV          | F
 1999-08-31 00:00:00 | GCM_FAACC       | 1
 1999-09-01 00:00:00 | AOGBIAS2        | w
 1999-09-01 00:00:00 | PITCH_BIAS_DIFF | W
 1999-09-01 00:00:00 | ROLL_BIAS_DIFF  | W
 1999-09-01 00:00:00 | GCA_BIAS1       | W
 1999-09-01 00:00:00 | GCA_BIAS2       | W
 1999-09-01 00:00:00 | GCM_FAACC       | 1
 1999-09-01 00:00:00 | AOGBIAS1        | W
 1999-09-05 00:00:00 | GCM_FAACC       | 1
 1999-09-08 00:00:00 | ROLL_BIAS_DIFF  | J
 1999-09-08 00:00:00 | GCA_BIAS1       | J
 1999-09-13 00:00:00 | 1WRAT           | R
 1999-09-13 00:00:00 | 1WRBT           | R
 1999-09-13 00:00:00 | 1CBAT           | R
 1999-09-13 00:00:00 | 1CBBT           | R
 1999-09-13 00:00:00 | 1CRAT           | R
 1999-09-13 00:00:00 | 1CRBT           | R
 1999-09-13 00:00:00 | 1OAHAT          | R
 1999-09-13 00:00:00 | 1OAHBT          | R
 1999-09-15 00:00:00 | NPM_CSSI3       | s
 1999-09-15 00:00:00 | NPM_CSSI4       | s
 1999-09-16 00:00:00 | NPM_CSSI3       | s
 1999-09-16 00:00:00 | SAMYTEMDEL      | R
 1999-09-16 00:00:00 | SAPYTEMDEL      | R
 1999-09-16 00:00:00 | OBAAG           | R
 1999-09-16 00:00:00 | OBAAGW          | R
 1999-09-16 00:00:00 | OBACAVEW        | R
 1999-09-16 00:00:00 | OBADIGW         | R
 1999-09-16 00:00:00 | DPAAVDROP       | R
 1999-09-16 00:00:00 | ELBI_LOW        | R
 1999-09-16 00:00:00 | ELBV            | R
 1999-09-16 00:00:00 | 4RT700T         | R
 1999-09-16 00:00:00 | 3SDTSTSV        | R
 1999-09-18 00:00:00 | 3SDP15V         | 1
 1999-09-25 00:00:00 | 3SDTSTSV        | I
 1999-09-26 00:00:00 | GCA_BIAS2       | w
 1999-09-26 00:00:00 | GCA_BIAS3       | w
 1999-09-26 00:00:00 | AOGBIAS1        | w
 1999-09-26 00:00:00 | YAW_BIAS_DIFF   | w
 1999-09-26 00:00:00 | PITCH_CTRL      | J
 1999-09-26 00:00:00 | YAW_CTRL        | J
 1999-09-26 00:00:00 | CCDM_CTXBPWR    | M
 1999-09-28 00:00:00 | PITCH_BIAS_DIFF | J
 1999-09-28 00:00:00 | ROLL_BIAS_DIFF  | J
 1999-09-28 00:00:00 | YAW_BIAS_DIFF   | J
 1999-09-28 00:00:00 | HMCSAVE         | R
 1999-09-28 00:00:00 | GCA_BIAS1       | J
 1999-09-28 00:00:00 | GCA_BIAS2       | J
 1999-09-28 00:00:00 | GCA_BIAS3       | J
 1999-09-28 00:00:00 | CCDM_CTXAPWR    | C
 1999-11-05 00:00:00 | 3SDP15V         | 1
 1999-11-05 00:00:00 | 3SDAGV          | 1
 1999-11-08 00:00:00 | PLUYSAPOW       | R
 1999-11-11 00:00:00 | AACH1T          | R
 1999-11-14 00:00:00 | 3SDAGV          | 1
 1999-11-14 00:00:00 | 3SDTSTSV        | C
 1999-11-16 00:00:00 | PMNT            | t
 1999-11-21 00:00:00 | 3SDP15V         | 1
 1999-11-25 00:00:00 | 3SDP5V          | 1
 1999-11-25 00:00:00 | 3SDM15V         | 1
 1999-11-26 00:00:00 | PAHP            | t
 1999-11-28 00:00:00 | 4OHTRZ29        | t
 1999-11-28 00:00:00 | AOGBIAS1        | w
 1999-11-28 00:00:00 | YAW_STAB_PERF   | J
 1999-11-28 00:00:00 | PITCH_BIAS_DIFF | J
 1999-11-28 00:00:00 | PLUYSAPOW       | R
 1999-11-28 00:00:00 | ROLL_BIAS_DIFF  | J
 1999-11-28 00:00:00 | YAW_CTRL        | J
 1999-11-28 00:00:00 | YAW_STAB        | J
 1999-11-28 00:00:00 | GCM_FAACC       | 1
 1999-11-28 00:00:00 | DEAVDROP        | R
 1999-11-28 00:00:00 | DPAAVDROP       | R
 1999-11-28 00:00:00 | DPABVDROP       | R
 1999-11-28 00:00:00 | ELBI_LOW        | R
 1999-11-28 00:00:00 | ELBV            | R
 1999-11-28 00:00:00 | EPOWER1         | R
 1999-11-28 00:00:00 | GCA_BIAS1       | J
 1999-11-28 00:00:00 | GCA_BIAS2       | J
 1999-11-28 00:00:00 | AIRU1G1I        | J
 1999-11-28 00:00:00 | AIRU1G2I        | J
 1999-11-28 00:00:00 | ARWA1BT         | J
 1999-11-28 00:00:00 | CCDM_CTXBPWR    | M
 1999-11-28 00:00:00 | CCDM_CTXBV      | M
 1999-11-28 00:00:00 | CCDM_CUSOAOVN   | M
 1999-11-28 00:00:00 | CUSOAOVN        | R
 1999-11-28 00:00:00 | 2CEAHVPT        | R
 1999-11-28 00:00:00 | 1PIN1AT         | R
 1999-12-01 00:00:00 | 3SDP15V         | 1
 1999-12-01 00:00:00 | 3SDAGV          | 1
 1999-12-04 00:00:00 | GCM_TSCVEL      | 1
 1999-12-07 00:00:00 | NPM_CSSI3       | W
 1999-12-07 00:00:00 | NPM_CSSI4       | W
 1999-12-07 00:00:00 | 3SDP15V         | 1
 1999-12-08 00:00:00 | NPM_CSSI3       | W
 1999-12-08 00:00:00 | NPM_CSSI4       | W
 1999-12-11 00:00:00 | GCM_TSCACC      | 1
 1999-12-11 00:00:00 | GCM_TSCVEL      | 1
 1999-12-12 00:00:00 | GCM_TSCACC      | 1
 1999-12-12 00:00:00 | GCM_TSCVEL      | 1
 1999-12-12 00:00:00 | 1CRAT           | R
 1999-12-13 00:00:00 | PITCH_CTRL      | J
 1999-12-13 00:00:00 | PITCH_STAB      | J
 1999-12-13 00:00:00 | ROLL_BIAS_DIFF  | J
 1999-12-13 00:00:00 | GCA_BIAS1       | J
 1999-12-13 00:00:00 | 3SDTSTSV        | H
 1999-12-20 00:00:00 | PITCH_CTRL      | J
 1999-12-20 00:00:00 | PITCH_STAB      | J
 1999-12-20 00:00:00 | ROLL_BIAS_DIFF  | J
 1999-12-20 00:00:00 | YAW_STAB        | J
 1999-12-20 00:00:00 | GCA_BIAS1       | J
 1999-12-25 00:00:00 | 3SDP15V         | 1
 1999-12-26 00:00:00 | 3SDFATSV        | 1
 1999-12-28 00:00:00 | 3SDP5V          | 1
 1999-12-29 00:00:00 | GCA_1SHOT       | J
 1999-12-30 00:00:00 | 3SDM15V         | 1
 2000-01-01 00:00:00 | YAW_STAB_PERF   | J
 2000-01-01 00:00:00 | PITCH_STAB_PERF | J
 2000-01-04 00:00:00 | GCM_TSCACC      | 1
 2000-01-05 00:00:00 | ROLL_BIAS_DIFF  | J
 2000-01-05 00:00:00 | GCA_BIAS1       | J
 2000-01-05 00:00:00 | AOGBIAS1        | J
 2000-01-06 00:00:00 | 3SDTSTSV        | -
 2000-01-07 00:00:00 | 3SDP15V         | 1
 2000-01-12 00:00:00 | 3SDP5V          | 1
 2000-01-17 00:00:00 | 3SDP15V         | 1
 2000-01-17 00:00:00 | 3SDAGV          | 1
 2000-01-20 00:00:00 | 3SDP15V         | 1
 2000-01-20 00:00:00 | 3SDAGV          | 1
 2000-01-27 00:00:00 | ROLL_BIAS_DIFF  | J
 2000-01-27 00:00:00 | GCA_BIAS1       | J
 2000-01-29 00:00:00 | 3SDAGV          | 1
 2000-02-03 00:00:00 | ELBV            | R
 2000-02-03 00:00:00 | 4RT579T         | R
 2000-02-06 00:00:00 | OBAAG           | R
 2000-02-06 00:00:00 | OBAAGW          | R
 2000-02-06 00:00:00 | OBACAVEW        | R
 2000-02-06 00:00:00 | OBADIGW         | R
 2000-02-06 00:00:00 | ELBI_LOW        | R
 2000-02-06 00:00:00 | ELBV            | R
 2000-02-06 00:00:00 | 4RT570T         | R
 2000-02-06 00:00:00 | 4RT707T         | R
 2000-02-06 00:00:00 | 3SDFATSV        | 1
 2000-02-08 00:00:00 | 3SDM15V         | 1
 2000-02-10 00:00:00 | 3SDP5V          | 1
 2000-02-13 00:00:00 | 3SDP15V         | 1
 2000-02-13 00:00:00 | 3SDAGV          | 1
 2000-02-14 00:00:00 | 3SDAGV          | 1
 2000-02-19 00:00:00 | TABMAX          | R
 2000-02-19 00:00:00 | THSMIN          | R
 2000-02-19 00:00:00 | THSMAX          | R
 2000-02-19 00:00:00 | OBA_AVE         | R
 2000-02-20 00:00:00 | THSMIN          | R
 2000-02-20 00:00:00 | THSMAX          | R
 2000-02-20 00:00:00 | TELHS_AVE       | R
 2000-02-24 00:00:00 | TSCTSF2         | R
 2000-03-02 00:00:00 | PITCH_BIAS_DIFF | J
 2000-03-02 00:00:00 | ROLL_BIAS_DIFF  | J
 2000-03-02 00:00:00 | GCA_BIAS1       | J
 2000-03-02 00:00:00 | GCA_BIAS2       | J
 2000-03-02 00:00:00 | AOGBIAS1        | J
 2000-03-02 00:00:00 | AOGBIAS2        | J
 2000-03-13 00:00:00 | 3SDTSTSV        | M
 2000-03-18 00:00:00 | 3SDAGV          | 1
 2000-03-19 00:00:00 | TSSMIN          | R
 2000-03-19 00:00:00 | TSSMAX          | R
 2000-03-19 00:00:00 | AOGBIAS1        | w
 2000-03-19 00:00:00 | AOGBIAS2        | w
 2000-03-19 00:00:00 | YAW_STAB        | J
 2000-03-19 00:00:00 | OOBTHR51        | R
 2000-03-19 00:00:00 | OOBTHR52        | R
 2000-03-19 00:00:00 | PITCH_BIAS_DIFF | J
 2000-03-19 00:00:00 | PITCH_CTRL      | J
 2000-03-19 00:00:00 | PITCH_STAB      | J
 2000-03-19 00:00:00 | ROLL_BIAS_DIFF  | J
 2000-03-19 00:00:00 | YAW_CTRL        | J
 2000-03-19 00:00:00 | OOBTHR49        | R
 2000-03-19 00:00:00 | OOBTHR50        | R
 2000-03-19 00:00:00 | DEAVDROP        | R
 2000-03-19 00:00:00 | DPAAVDROP       | R
 2000-03-19 00:00:00 | DPABVDROP       | R
 2000-03-19 00:00:00 | ELBV            | R
 2000-03-19 00:00:00 | EPOWER1         | R
 2000-03-19 00:00:00 | GCA_1SHOT       | J
 2000-03-19 00:00:00 | GCA_BIAS1       | J
 2000-03-19 00:00:00 | GCA_BIAS2       | J
 2000-03-19 00:00:00 | 4RT576T         | R
 2000-03-19 00:00:00 | AIRU1G1I        | J
 2000-03-19 00:00:00 | CCDM_CUSOAOVN   | M
 2000-03-19 00:00:00 | CUSOAOVN        | R
 2000-03-19 00:00:00 | TELSS_AVE       | R
 2000-03-24 00:00:00 | DEAVDROP        | R
 2000-03-24 00:00:00 | DPAAVDROP       | R
 2000-03-24 00:00:00 | DPABVDROP       | R
 2000-03-24 00:00:00 | ELBV            | R
 2000-03-24 00:00:00 | 4RT568T         | R
 2000-03-25 00:00:00 | ELBV            | R
 2000-03-25 00:00:00 | 4RT556T         | R
 2000-03-25 00:00:00 | 4RT564T         | R
 2000-03-25 00:00:00 | 4RT577T         | R
 2000-03-25 00:00:00 | 4RT555T         | R
 2000-04-04 00:00:00 | 3SDTSTSV        | Y
 2000-04-06 00:00:00 | PMNT            | t
 2000-04-06 00:00:00 | 4OHTRZ14        | t
 2000-04-06 00:00:00 | P14             | t
 2000-04-06 00:00:00 | PFAP            | R
 2000-04-16 00:00:00 | 3SDP5V          | 1
 2000-04-16 00:00:00 | 3SDM15V         | 1
 2000-04-25 00:00:00 | 3SDP5V          | 1
 2000-04-25 00:00:00 | 3SDM15V         | 1
 2000-04-25 00:00:00 | 3SDP15V         | 1
 2000-04-25 00:00:00 | 3SDFATSV        | 1
 2000-04-27 00:00:00 | 3SDAGV          | R
 2000-04-27 00:00:00 | 3SDFATSV        | 1
 2000-04-28 00:00:00 | GCM_TSCACC      | 1
 2000-04-28 00:00:00 | 3SDP5V          | 1
 2000-04-28 00:00:00 | 3SDM15V         | 1
 2000-04-28 00:00:00 | 3SDP15V         | 1
 2000-04-28 00:00:00 | 3SDAGV          | 1
 2000-04-28 00:00:00 | 3SDFATSV        | 1
 2000-04-28 00:00:00 | P5VVZ           | E
 2000-04-28 00:00:00 | P5VIZ           | E
 2000-04-28 00:00:00 | P6VVZ           | E
 2000-04-28 00:00:00 | P6VIZ           | E
 2000-04-28 00:00:00 | M6VVZ           | E
 2000-04-28 00:00:00 | M6VIZ           | E
 2000-04-28 00:00:00 | P27VVZ          | E
 2000-04-28 00:00:00 | P27VIZ          | E
 2000-04-28 00:00:00 | ABIASZ          | E
 2000-04-28 00:00:00 | BBIASZ          | E
 2000-04-28 00:00:00 | CBIASZ          | E
 2000-04-28 00:00:00 | DBIASZ          | E
 2000-04-28 00:00:00 | EBIASZ          | E
 2000-04-28 00:00:00 | FBIASZ          | E
 2000-04-28 00:00:00 | GHVZ            | E
 2000-04-29 00:00:00 | GCM_TSCACC      | 1
 2000-04-29 00:00:00 | 3SDP5V          | 1
 2000-04-29 00:00:00 | 3SDM15V         | 1
 2000-04-29 00:00:00 | 3SDP15V         | 1
 2000-04-29 00:00:00 | 3SDAGV          | 1
 2000-04-30 00:00:00 | ELBI_LOW        | R
 2000-04-30 00:00:00 | EPOWER1         | R
 2000-05-01 00:00:00 | 3SDTSTSV        | Y
 2000-05-13 00:00:00 | 3SDP15V         | 1
 2000-05-15 00:00:00 | 3SDP15V         | 1
 2000-05-15 00:00:00 | 3SDAGV          | 1
 2000-05-17 00:00:00 | 3SDAGV          | 1
 2000-05-23 00:00:00 | 3SDFATSV        | 1
 2000-06-05 00:00:00 | PITCH_STAB      | J
 2000-06-08 00:00:01 | 3SDAGV          | R
 2000-06-09 00:00:00 | 3SDP15V         | 1
 2000-06-09 00:00:00 | 3SDAGV          | 1
 2000-06-11 00:00:00 | 3SDFATSV        | 1
 2000-06-17 00:00:00 | 3SDP15V         | 1
 2000-06-17 00:00:00 | 3SDTSTSV        | E
 2000-06-26 00:00:00 | 3SDFATSV        | 1
 2000-06-29 00:00:00 | 3SDAGV          | 1
 2000-07-13 00:00:00 | PITCH_STAB      | J
 2000-07-13 00:00:00 | CCDM_CTXBPWR    | M
 2000-07-16 00:00:00 | 3SDM15V         | R
 2000-07-16 00:00:00 | 3SDP5V          | R
 2000-07-16 00:00:00 | NPM_CSSI1       | M
 2000-07-23 00:00:00 | 4MP5BV          | F
 2000-07-25 00:00:00 | GCM_TSCACC      | 1
 2000-07-25 00:00:00 | 3SDP5V          | 1
 2000-07-25 00:00:00 | 3SDM15V         | 1
 2000-07-25 00:00:00 | 3SDP15V         | 1
 2000-07-25 00:00:00 | 3SDAGV          | 1
 2000-07-25 00:00:00 | 3SDFATSV        | 1
 2000-07-25 00:00:00 | P5VVZ           | E
 2000-07-25 00:00:00 | P5VIZ           | E
 2000-07-25 00:00:00 | P6VVZ           | E
 2000-07-25 00:00:00 | P6VIZ           | E
 2000-07-25 00:00:00 | M6VVZ           | E
 2000-07-25 00:00:00 | M6VIZ           | E
 2000-07-25 00:00:00 | P27VVZ          | E
 2000-07-25 00:00:00 | P27VIZ          | E
 2000-07-25 00:00:00 | ABIASZ          | E
 2000-07-25 00:00:00 | BBIASZ          | E
 2000-07-25 00:00:00 | CBIASZ          | E
 2000-07-25 00:00:00 | DBIASZ          | E
 2000-07-25 00:00:00 | EBIASZ          | E
 2000-07-25 00:00:00 | FBIASZ          | E
 2000-07-25 00:00:00 | GHVZ            | E
 2000-07-25 00:00:00 | 3SDTSTSV        | R
 2000-07-26 00:00:00 | GCM_TSCACC      | 1
 2000-07-26 00:00:00 | 3SDM15V         | 1
 2000-07-26 00:00:00 | 3SDP15V         | 1
 2000-07-26 00:00:00 | 3SDAGV          | 1
 2000-07-26 00:00:00 | 3SDFATSV        | 1
 2000-07-26 00:00:00 | 3SDTSTSV        | S
 2000-07-27 00:00:00 | GCM_TSCACC      | 1
 2000-07-27 00:00:00 | 3SDP5V          | 1
 2000-07-27 00:00:00 | 3SDM15V         | 1
 2000-07-27 00:00:00 | 3SDP15V         | 1
 2000-07-27 00:00:00 | 3SDAGV          | 1
 2000-07-27 00:00:00 | 3SDFATSV        | 1
 2000-07-28 00:00:00 | GCM_TSCACC      | 1
 2000-07-28 00:00:00 | 3SDP5V          | 1
 2000-07-28 00:00:00 | 3SDM15V         | 1
 2000-07-28 00:00:00 | 3SDP15V         | 1
 2000-07-28 00:00:00 | 3SDAGV          | 1
 2000-07-28 00:00:00 | 3SDFATSV        | 1
 2000-07-28 00:00:00 | P5VVZ           | E
 2000-07-28 00:00:00 | P5VIZ           | E
 2000-07-28 00:00:00 | P6VVZ           | E
 2000-07-28 00:00:00 | P6VIZ           | E
 2000-07-28 00:00:00 | M6VVZ           | E
 2000-07-28 00:00:00 | M6VIZ           | E
 2000-07-28 00:00:00 | P27VVZ          | E
 2000-07-28 00:00:00 | P27VIZ          | E
 2000-07-28 00:00:00 | ABIASZ          | E
 2000-07-28 00:00:00 | BBIASZ          | E
 2000-07-28 00:00:00 | CBIASZ          | E
 2000-07-28 00:00:00 | DBIASZ          | E
 2000-07-28 00:00:00 | EBIASZ          | E
 2000-07-28 00:00:00 | FBIASZ          | E
 2000-07-28 00:00:00 | GHVZ            | E
 2000-07-28 00:00:00 | 3SDTSTSV        | S
 2000-07-30 00:00:00 | 3SDTSTSV        | -
 2000-07-31 00:00:00 | 3SDAGV          | 1
 2000-08-03 00:00:00 | GCM_TSCACC      | 1
 2000-08-03 00:00:00 | 3SDP5V          | 1
 2000-08-03 00:00:00 | 3SDM15V         | 1
 2000-08-03 00:00:00 | 3SDP15V         | 1
 2000-08-03 00:00:00 | 3SDAGV          | 1
 2000-08-03 00:00:00 | 3SDFATSV        | 1
 2000-08-03 00:00:00 | P5VVZ           | E
 2000-08-03 00:00:00 | P5VIZ           | E
 2000-08-03 00:00:00 | P6VVZ           | E
 2000-08-03 00:00:00 | P6VIZ           | E
 2000-08-03 00:00:00 | M6VVZ           | E
 2000-08-03 00:00:00 | M6VIZ           | E
 2000-08-03 00:00:00 | P27VVZ          | E
 2000-08-03 00:00:00 | P27VIZ          | E
 2000-08-03 00:00:00 | ABIASZ          | E
 2000-08-03 00:00:00 | BBIASZ          | E
 2000-08-03 00:00:00 | CBIASZ          | E
 2000-08-03 00:00:00 | DBIASZ          | E
 2000-08-03 00:00:00 | EBIASZ          | E
 2000-08-03 00:00:00 | FBIASZ          | E
 2000-08-03 00:00:00 | GHVZ            | E
 2000-08-03 00:00:00 | 3SDTSTSV        | -
 2000-08-04 00:00:00 | GCM_TSCACC      | 1
 2000-08-04 00:00:00 | 3SDP5V          | 1
 2000-08-04 00:00:00 | 3SDM15V         | 1
 2000-08-04 00:00:00 | 3SDP15V         | 1
 2000-08-04 00:00:00 | 3SDAGV          | 1
 2000-08-04 00:00:00 | 3SDFATSV        | 1
 2000-08-04 00:00:00 | 3SDTSTSV        | -
 2000-08-15 00:00:00 | GCA_BIAS1       | p
 2000-08-15 00:00:00 | PR2TV01T        | J
 2000-08-15 00:00:00 | PR2TV02T        | J
 2000-08-15 00:00:00 | VECANGLE_DIFF   | E
 2000-08-18 00:00:00 | 3SDP5V          | 1
 2000-08-26 00:00:00 | 3SDP15V         | 1
 2000-08-26 00:00:00 | 3SDP5V          | 1
 2000-08-26 00:00:00 | 3SDAGV          | 1
 2000-08-27 00:00:00 | 3SDP15V         | 1
 2000-08-27 00:00:00 | 3SDAGV          | 1
 2000-09-04 00:00:00 | PMNT            | t
 2000-09-06 00:00:00 | 3SDAGV          | M
 2000-09-06 00:00:00 | 3SDP15V         | 1
 2000-09-08 00:00:00 | 3SDTSTSV        | -
 2000-09-09 00:00:00 | 3SDP5V          | 1
 2000-09-12 00:00:00 | 3SDM15V         | 1
 2000-09-13 00:00:01 | 3SDTSTSV        | S
 2000-09-17 00:00:00 | 3SDP15V         | 1
 2000-09-17 00:00:00 | 3SDAGV          | 1
 2000-09-21 00:00:00 | 3SDP5V          | 1
 2000-10-04 00:00:00 | 3SDAGV          | 1
 2000-10-09 00:00:00 | 3SDTSTSV        | -
 2000-10-13 00:00:00 | 3SDP15V         | 1
 2000-10-13 00:00:00 | 3SDM15V         | 1
 2000-10-24 00:00:00 | 3SDP15V         | 1
 2000-10-24 00:00:00 | 3SDM15V         | 1
 2000-10-25 00:00:00 | TMZP_CNT        | R
 2000-10-26 00:00:00 | 3SDTSTSV        | D
 2000-10-28 00:00:00 | GCA_BIAS1       | p
 2000-10-28 00:00:00 | PR2TV01T        | J
 2000-10-28 00:00:00 | PR2TV02T        | J
 2000-10-28 00:00:00 | TCYZ_RW6        | R
 2000-10-28 00:00:00 | VECANGLE_DIFF   | E
 2000-11-05 00:00:00 | 3SDP5V          | 1
 2000-11-10 00:00:00 | 3SDP5V          | 1
 2000-11-10 00:00:00 | 3SDFATSV        | 1
 2000-11-12 00:00:00 | 3SDFATSV        | 1
 2000-11-13 00:00:00 | PLINE16T        | J
 2000-11-19 00:00:00 | 3SDAGV          | R
 2000-11-19 00:00:00 | 3SDP15V         | 1
 2000-11-22 00:00:00 | PITCH_BIAS_DIFF | E
 2000-11-22 00:00:00 | ROLL_BIAS_DIFF  | E
 2000-11-22 00:00:00 | GCA_BIAS1       | J
 2000-11-22 00:00:00 | GCA_BIAS2       | J
 2000-11-27 00:00:00 | 3SDM15V         | 1
 2000-11-29 00:00:00 | 3SDP15V         | 1
 2000-11-29 00:00:00 | 3SDAGV          | 1
 2000-12-04 00:00:00 | 4MP5BV          | F
 2000-12-11 00:00:00 | 3SDM15V         | 1
 2000-12-23 00:00:00 | 3SDP5V          | 1
 2000-12-23 00:00:00 | 3SDM15V         | 1
 2000-12-31 00:00:00 | 3SDM15V         | 1
 2001-01-04 00:00:00 | 3SDTSTSV        | A
 2001-01-05 00:00:00 | TCYLAFT2        | R
 2001-01-05 00:00:00 | 3SDP15V         | 1
 2001-01-05 00:00:00 | 3SDAGV          | 1
 2001-01-11 00:00:00 | NPM_CSSI3       | E
 2001-01-11 00:00:00 | NPM_CSSI4       | E
 2001-01-13 00:00:00 | 3SDAGV          | 1
 2001-01-19 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-19 00:00:00 | NPM_CSSI3       | E
 2001-01-19 00:00:00 | NPM_CSSI4       | E
 2001-01-20 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-21 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-27 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-27 00:00:00 | 3SDP5V          | 1
 2001-01-28 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-29 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-30 00:00:00 | CCDM_CPA1PWR    |  
 2001-01-31 00:00:00 | CCDM_CPA1PWR    |  
 2001-02-01 00:00:00 | CCDM_CPA1PWR    |  
 2001-02-02 00:00:00 | GCA_BIAS1       | p
 2001-02-02 00:00:00 | EPOWER1         | T
 2001-02-02 00:00:00 | 4OHTRZ27        | t
 2001-02-02 00:00:00 | P27             | t
 2001-02-02 00:00:00 | 4OHTRZ28        | t
 2001-02-02 00:00:00 | P28             | t
 2001-02-02 00:00:00 | P29             | t
 2001-02-02 00:00:00 | 4OHTRZ30        | t
 2001-02-02 00:00:00 | P30             | t
 2001-02-02 00:00:00 | 4OHTRZ61        | t
 2001-02-02 00:00:00 | P61             | t
 2001-02-02 00:00:00 | 4OHTRZ62        | t
