DIRN GRATING START_TIME STOP_TIME T_LONG N_SHORT
RETR HETG 2004155.04351420 2004155.04374900 154.775 0
INSR HETG 2004156.06133240 2004156.06160720 154.775 0
RETR HETG 2004157.03374780 2004157.03402260 154.775 0
INSR LETG 2004173.02585820 2004173.03015760 152.212 14
RETR LETG 2004173.15581970 2004173.16010470 153.237 6
INSR LETG 2004175.03495220 2004175.03530080 152.212 18
RETR LETG 2004175.18251630 2004175.18280030 153.237 6
INSR LETG 2004177.18054950 2004177.18085190 152.212 15
RETR LETG 2004178.07341450 2004178.07365960 153.237 6
INSR HETG 2004182.12252700 2004182.12280180 154.775 0
RETR HETG 2004182.21212640 2004182.21240110 154.775 0
INSR LETG 2004182.21245750 2004182.21275480 152.212 13
RETR LETG 2004183.06384600 2004183.06412790 153.237 5
INSR HETG 2004183.11213690 2004183.11241170 154.775 0
RETR HETG 2004183.20421330 2004183.20444810 154.775 0
INSR HETG 2004185.21443520 2004185.21471100 155.031 0
RETR HETG 2004187.18264530 2004187.18292010 154.775 0
INSR LETG 2004194.03592840 2004194.04022580 152.212 13
RETR LETG 2004197.07423700 2004197.07452210 153.237 6
INSR LETG 2004201.16050260 2004201.16080090 152.212 13
RETR LETG 2004202.21102480 2004202.21130880 153.237 6
INSR HETG 2004217.01283700 2004217.01311180 154.775 0
RETR HETG 2004217.04482030 2004217.04505500 154.775 0
INSR HETG 2004217.13104450 2004217.13131930 154.775 0
RETR HETG 2004218.03430000 2004218.03453470 154.775 0
INSR HETG 2004220.02142290 2004220.02165760 154.775 0
RETR HETG 2004220.15524960 2004220.15552440 154.775 0
INSR HETG 2004235.13023230 2004235.13050710 155.031 0
RETR HETG 2004236.03123840 2004236.03151310 154.775 0
INSR LETG 2004239.05222930 2004239.05252770 152.212 13
RETR LETG 2004241.11513350 2004241.11541640 153.237 5
INSR LETG 2004241.15074460 2004241.15104290 152.212 13
RETR LETG 2004244.05380180 2004244.05404470 153.237 5
INSR LETG 2004245.22544220 2004245.22574150 152.212 14
RETR LETG 2004246.13481680 2004246.13505880 153.237 5
INSR HETG 2004248.20483040 2004248.20510620 155.031 0
RETR HETG 2004249.00082290 2004249.00105770 154.775 0
INSR LETG 2004249.00115400 2004249.00145340 152.212 14
RETR LETG 2004249.13155740 2004249.13184140 153.237 6
INSR HETG 2004251.17032600 2004251.17060070 154.775 0
RETR HETG 2004252.12093010 2004252.12120490 154.775 0
INSR HETG 2004254.21480750 2004254.21504230 155.031 0
INSR HETG 2004275.01365060 2004275.01392640 155.031 0
RETR HETG 2004275.10462170 2004275.10485650 154.775 0
INSR HETG 2004275.12591210 2004275.13014690 154.775 0
RETR HETG 2004275.16270230 2004275.16293710 154.775 0
INSR HETG 2004275.20445260 2004275.20472740 154.775 0
RETR HETG 2004277.15564970 2004277.15592450 154.775 0
INSR HETG 2004278.05033100 2004278.05060570 154.775 0
RETR HETG 2004278.20181660 2004278.20205140 154.775 0
INSR LETG 2004281.04461390 2004281.04490910 152.212 12
RETR LETG 2004282.23541210 2004282.23565610 153.237 6
INSR HETG 2004293.14473980 2004293.14501460 155.031 0
RETR HETG 2004293.18502810 2004293.18530290 154.775 0
INSR HETG 2004301.16422420 2004301.16445900 154.775 0
RETR HETG 2004303.03331090 2004303.03354570 154.775 0
INSR HETG 2004303.07151900 2004303.07175380 154.775 0
RETR HETG 2004305.01265570 2004305.01293050 154.775 0
INSR HETG 2004308.01353840 2004308.01381320 154.775 0
RETR HETG 2004309.09524520 2004309.09552000 154.775 0
INSR LETG 2004327.22563620 2004327.22594480 152.212 18
RETR LETG 2004328.07301070 2004328.07325470 153.237 6
INSR HETG 2004328.07334090 2004328.07361560 154.775 0
RETR HETG 2004329.07235080 2004329.07262560 154.775 0
INSR HETG 2004331.05565020 2004331.05592500 154.775 0
RETR HETG 2004331.12041900 2004331.12065380 154.775 0
INSR HETG 2004333.18110640 2004333.18134120 154.775 0
RETR HETG 2004334.11301410 2004334.11324890 154.775 0
INSR HETG 2004334.14494510 2004334.14521980 154.775 0
RETR HETG 2004334.22143090 2004334.22170570 154.775 0
INSR HETG 2004336.08463220 2004336.08490690 154.775 0
RETR HETG 2004336.15240800 2004336.15264280 154.775 0
INSR HETG 2004349.02335990 2004349.02363470 154.775 0
RETR HETG 2004349.08011890 2004349.08035370 154.775 0
INSR LETG 2004349.12092600 2004349.12122440 152.212 13
RETR LETG 2004351.17502060 2004351.17530250 153.237 5
INSR HETG 2005003.01081920 2005003.01105400 154.775 0
RETR HETG 2005003.08570720 2005003.08594200 154.775 0
INSR LETG 2005023.06045550 2005023.06075590 152.212 14
RETR LETG 2005024.01240690 2005024.01264990 153.237 5
INSR HETG 2005024.08061440 2005024.08084910 154.775 0
RETR HETG 2005024.11232290 2005024.11255760 154.775 0
INSR LETG 2005031.15271090 2005031.15301130 152.212 14
RETR LETG 2005031.23164820 2005031.23193220 153.237 6
INSR LETG 2005033.07242710 2005033.07272550 152.212 13
RETR LETG 2005033.13231010 2005033.13255200 153.237 5
INSR HETG 2005041.05474220 2005041.05501800 155.031 0
RETR HETG 2005041.09025480 2005041.09052960 154.775 0
INSR LETG 2005051.20481200 2005051.20510940 152.212 13
RETR LETG 2005051.21430950 2005051.21455450 153.237 6
INSR HETG 2005055.06311520 2005055.06335000 154.775 0
RETR HETG 2005055.20015250 2005055.20042730 154.775 0
INSR HETG 2005058.12591510 2005058.13014980 154.775 0
RETR HETG 2005058.15132540 2005058.15160020 154.775 0
INSR HETG 2005061.13294360 2005061.13321840 154.775 0
RETR HETG 2005062.09531720 2005062.09555200 154.775 0
INSR HETG 2005071.20284620 2005071.20312100 154.775 0
RETR HETG 2005072.23521330 2005072.23544810 154.775 0
INSR HETG 2005087.13023630 2005087.13051110 154.775 0
RETR HETG 2005087.22080150 2005087.22103620 154.775 0
INSR LETG 2005090.07562110 2005090.07591940 152.212 13
RETR LETG 2005090.16463300 2005090.16491590 153.237 5
INSR HETG 2005091.12292290 2005091.12315870 155.031 0
RETR HETG 2005092.06331000 2005092.06354470 154.775 0
INSR HETG 2005094.04162460 2005094.04190040 155.031 0
RETR HETG 2005094.13243690 2005094.13271160 154.775 0
INSR LETG 2005105.05114100 2005105.05143630 152.212 12
RETR LETG 2005107.09073170 2005107.09101570 153.237 6
INSR LETG 2005108.00243470 2005108.00273310 152.212 13
RETR LETG 2005108.08310260 2005108.08334460 153.237 5
INSR LETG 2005110.18520410 2005110.18550350 152.212 14
RETR LETG 2005111.02145110 2005111.02173610 153.237 6
INSR LETG 2005117.22283930 2005117.22314590 152.212 17
RETR LETG 2005118.05551490 2005118.05575780 153.237 5
INSR LETG 2005123.05270530 2005123.05300370 152.212 13
RETR LETG 2005123.13020010 2005123.13044200 153.237 5
INSR HETG 2005131.18143920 2005131.18171400 154.775 0
RETR HETG 2005132.23445690 2005132.23473160 154.775 0
INSR LETG 2005133.19341330 2005133.19371370 152.212 14
RETR LETG 2005134.02184530 2005134.02213030 153.237 6
INSR HETG 2005134.02221640 2005134.02245120 154.775 0
RETR HETG 2005137.06022240 2005137.06045710 154.775 0
INSR HETG 2005137.17120030 2005137.17143510 154.775 0
RETR HETG 2005139.01574300 2005139.02001770 154.775 0
INSR LETG 2005139.02011410 2005139.02041140 152.212 13
RETR LETG 2005139.09240520 2005139.09264820 153.237 5
INSR LETG 2005139.16140210 2005139.16165840 152.212 12
RETR LETG 2005141.18060880 2005141.18085080 153.237 5
INSR LETG 2005145.18220250 2005145.18250080 152.212 13
RETR LETG 2005146.03191670 2005146.03215960 153.237 5
INSR LETG 2005150.15452070 2005150.15481600 152.212 12
RETR LETG 2005151.04165560 2005151.04193760 153.237 5
INSR LETG 2005152.12145850 2005152.12175690 152.212 13
RETR LETG 2005153.08210670 2005153.08234860 153.237 5
INSR HETG 2005153.08243680 2005153.08271160 154.775 0
RETR HETG 2005153.23315970 2005153.23343440 154.775 0
INSR HETG 2005160.11154950 2005160.11182430 154.775 0
RETR HETG 2005161.00493330 2005161.00520810 154.775 0
INSR HETG 2005163.01524550 2005163.01552020 154.775 0
RETR HETG 2005163.06324930 2005163.06352410 154.775 0
INSR HETG 2005166.20273380 2005166.20300860 154.775 0
RETR HETG 2005167.02555210 2005167.02582690 154.775 0
INSR HETG 2005176.05423090 2005176.05450570 154.775 0
RETR HETG 2005176.18013440 2005176.18040920 154.775 0
INSR HETG 2005178.18113470 2005178.18141050 155.031 0
RETR HETG 2005178.23593810 2005179.00021280 154.775 0
INSR HETG 2005187.11330660 2005187.11354130 154.775 0
RETR HETG 2005189.09011080 2005189.09034560 154.775 0
INSR HETG 2005192.10372050 2005192.10395530 154.775 0
RETR HETG 2005192.21021090 2005192.21044570 154.775 0
INSR HETG 2005195.01310810 2005195.01334290 154.775 0
RETR HETG 2005195.17243130 2005195.17270610 154.775 0
INSR HETG 2005195.19162610 2005195.19190090 154.775 0
RETR HETG 2005197.07220330 2005197.07243800 154.775 0
INSR HETG 2005200.14101660 2005200.14125240 155.031 0
RETR HETG 2005201.14435720 2005201.14463200 154.775 0
INSR LETG 2005210.12232330 2005210.12262060 152.212 13
RETR LETG 2005210.17580000 2005210.18004400 153.237 6
INSR LETG 2005216.04253600 2005216.04283340 152.212 13
RETR LETG 2005216.16363270 2005216.16391570 153.237 5
INSR HETG 2005218.10540110 2005218.10563590 154.775 0
RETR HETG 2005218.17191480 2005218.17214960 154.775 0
INSR HETG 2005218.19201080 2005218.19224560 154.775 0
RETR HETG 2005219.23413680 2005219.23441160 154.775 0
INSR LETG 2005220.07512670 2005220.07542710 152.212 14
RETR LETG 2005221.02152420 2005221.02180720 153.237 5
INSR HETG 2005221.07182980 2005221.07210450 154.775 0
RETR HETG 2005221.20462000 2005221.20485470 154.775 0
INSR HETG 2005224.07440520 2005224.07463990 155.031 0
RETR HETG 2005224.21513750 2005224.21541220 154.775 0
INSR HETG 2005226.09220930 2005226.09244410 154.775 0
RETR HETG 2005226.20323340 2005226.20350820 154.775 0
INSR HETG 2005227.10055680 2005227.10083160 154.775 0
RETR HETG 2005229.00265000 2005229.00292480 154.775 0
INSR HETG 2005229.22174850 2005229.22202330 154.775 0
RETR HETG 2005230.15321530 2005230.15345010 154.775 0
INSR HETG 2005232.20150590 2005232.20174060 155.031 0
RETR HETG 2005232.23232340 2005232.23255820 154.775 0
INSR LETG 2005239.20272910 2005239.20302950 152.212 14
RETR LETG 2005240.07343330 2005240.07371530 153.237 5
INSR HETG 2005242.06160410 2005242.06183890 154.775 0
RETR HETG 2005243.04442750 2005243.04470230 154.775 0
INSR HETG 2005248.14345110 2005248.14372590 154.775 0
RETR HETG 2005250.04391000 2005250.04414470 154.775 0
INSR HETG 2005256.06004730 2005256.06032210 154.775 0
RETR HETG 2005256.09025070 2005256.09052550 154.775 0
INSR LETG 2005262.04122560 2005262.04152080 152.212 12
RETR LETG 2005262.13201530 2005262.13225820 153.237 5
INSR HETG 2005269.18385270 2005269.18412750 154.775 0
RETR HETG 2005269.21540840 2005269.21564320 154.775 0
INSR LETG 2005275.04454870 2005275.04485420 152.212 17
RETR LETG 2005275.13400870 2005275.13425160 153.237 5
INSR HETG 2005277.06274350 2005277.06301830 154.775 0
RETR HETG 2005277.13512380 2005277.13535850 154.775 0
INSR HETG 2005279.21041490 2005279.21064970 154.775 0
RETR HETG 2005280.05153080 2005280.05180560 154.775 0
INSR LETG 2005281.21573560 2005281.22003290 152.212 13
RETR LETG 2005282.06122580 2005282.06150770 153.237 5
INSR HETG 2005282.06155590 2005282.06183070 154.775 0
RETR HETG 2005282.10583760 2005282.11011240 154.775 0
INSR LETG 2005282.11020880 2005282.11051220 152.212 16
RETR LETG 2005282.14305530 2005282.14333720 153.237 5
INSR HETG 2005292.10052680 2005292.10080160 154.775 0
RETR HETG 2005293.00383460 2005293.00410940 154.775 0
INSR HETG 2005295.02532870 2005295.02560350 154.775 0
RETR HETG 2005295.14391970 2005295.14415440 154.775 0
INSR HETG 2005298.07140090 2005298.07163570 154.775 0
RETR HETG 2005298.10541220 2005298.10564690 154.775 0
INSR HETG 2005299.07035860 2005299.07063330 154.775 0
RETR HETG 2005300.08335140 2005300.08362620 154.775 0
INSR HETG 2005303.01484970 2005303.01512450 154.775 0
RETR HETG 2005303.15375300 2005303.15402780 154.775 0
INSR LETG 2005303.22370550 2005303.22400380 152.212 13
RETR LETG 2005304.09062130 2005304.09090230 153.237 4
INSR LETG 2005304.13504350 2005304.13533670 152.212 11
RETR LETG 2005305.16253240 2005305.16281330 153.237 4
INSR LETG 2005306.14421350 2005306.14451080 152.212 13
RETR LETG 2005307.01400520 2005307.01424510 153.237 4
INSR LETG 2005307.05471700 2005307.05501330 152.212 12
RETR LETG 2005308.08004450 2005308.08032750 153.237 5
INSR HETG 2005311.06205430 2005311.06232910 154.775 0
RETR HETG 2005311.10181980 2005311.10205460 154.775 0
INSR HETG 2005312.07034540 2005312.07062120 155.031 0
RETR HETG 2005312.13180620 2005312.13204100 154.775 0
INSR HETG 2005313.14284490 2005313.14311970 154.775 0
RETR HETG 2005314.00580380 2005314.01003860 154.775 0
INSR HETG 2005314.06521310 2005314.06544790 154.775 0
RETR HETG 2005314.18060940 2005314.18084410 154.775 0
INSR HETG 2005316.07260120 2005316.07283600 154.775 0
RETR HETG 2005316.16130650 2005316.16154130 154.775 0
INSR HETG 2005324.17454470 2005324.17481950 154.775 0
RETR HETG 2005325.09433540 2005325.09461020 154.775 0
INSR HETG 2005330.12152420 2005330.12180000 155.031 0
RETR HETG 2005331.02442700 2005331.02470170 154.775 0
INSR HETG 2005333.22222960 2005333.22250430 154.775 0
RETR HETG 2005334.19151790 2005334.19175270 154.775 0
INSR HETG 2005335.01313970 2005335.01341450 154.775 0
RETR HETG 2005335.08213870 2005335.08241350 154.775 0
INSR HETG 2005335.12070050 2005335.12093530 154.775 0
RETR HETG 2005336.01191690 2005336.01215170 154.775 0
INSR HETG 2005336.08291310 2005336.08314790 154.775 0
RETR HETG 2005336.15024810 2005336.15052280 154.775 0
INSR HETG 2005337.16124270 2005337.16151750 154.775 0
RETR HETG 2005337.23015860 2005337.23043340 154.775 0
INSR HETG 2005342.17284860 2005342.17312340 154.775 0
RETR HETG 2005343.02202050 2005343.02225530 154.775 0
INSR HETG 2005343.20413200 2005343.20440680 155.031 0
RETR HETG 2005344.02490790 2005344.02514270 154.775 0
INSR HETG 2005347.03525930 2005347.03553410 155.031 0
RETR HETG 2005348.00433340 2005348.00460820 154.775 0
INSR LETG 2005348.00470350 2005348.00500190 152.212 13
RETR LETG 2005348.06203870 2005348.06232170 153.237 5
INSR LETG 2005349.16405090 2005349.16434930 152.212 13
RETR LETG 2005350.20474450 2005350.20502650 153.237 5
INSR LETG 2005351.19421500 2005351.19451440 152.212 14
RETR LETG 2005352.00180980 2005352.00205380 153.237 6
INSR LETG 2005354.03085220 2005354.03115060 152.212 13
RETR LETG 2005354.14433080 2005354.14461270 153.237 5
INSR HETG 2005361.20204550 2005361.20232020 154.775 0
RETR HETG 2005362.13251880 2005362.13275360 154.775 0
INSR HETG 2005364.11481440 2005364.11504910 154.775 0
RETR HETG 2005365.04580650 2005365.05004130 154.775 0
INSR HETG 2006001.12062660 2006001.12090140 154.775 0
RETR HETG 2006002.02512370 2006002.02535840 154.775 0
INSR HETG 2006007.12251910 2006007.12275390 154.775 0
RETR HETG 2006007.19311650 2006007.19335130 154.775 0
INSR HETG 2006013.08171910 2006013.08195390 155.031 0
RETR HETG 2006014.18144270 2006014.18171750 154.775 0
INSR LETG 2006017.08415340 2006017.08444870 152.212 12
RETR LETG 2006017.17233590 2006017.17261580 153.237 4
INSR HETG 2006018.21151210 2006018.21174690 154.775 0
RETR HETG 2006020.14141270 2006020.14164740 154.775 0
INSR HETG 2006021.11235990 2006021.11263470 154.775 0
RETR HETG 2006021.18382260 2006021.18405730 154.775 0
INSR LETG 2006025.13082190 2006025.13111920 152.212 13
RETR LETG 2006025.14044640 2006025.14073140 153.237 6
INSR HETG 2006025.14081760 2006025.14105230 154.775 0
RETR HETG 2006026.10083820 2006026.10111290 154.775 0
INSR HETG 2006026.14561920 2006026.14585390 154.775 0
RETR HETG 2006027.23255830 2006027.23283310 154.775 0
INSR HETG 2006031.02263050 2006031.02290520 154.775 0
RETR HETG 2006031.14160380 2006031.14183860 154.775 0
INSR LETG 2006033.14350030 2006033.14380680 152.212 17
RETR LETG 2006034.22300070 2006034.22324270 153.237 5
INSR HETG 2006039.20143100 2006039.20170680 155.031 0
RETR HETG 2006040.00572190 2006040.00595670 154.775 0
INSR LETG 2006040.06333810 2006040.06364160 152.212 16
RETR LETG 2006041.03582320 2006041.04010720 153.237 6
INSR HETG 2006044.01524640 2006044.01552110 154.775 0
RETR HETG 2006044.16181210 2006044.16204680 154.775 0
INSR LETG 2006044.16214220 2006044.16244050 152.212 13
RETR LETG 2006046.11174190 2006046.11202490 153.237 5
INSR HETG 2006055.04300730 2006055.04324210 154.775 0
RETR HETG 2006055.18433530 2006055.18461000 154.775 0
INSR HETG 2006057.15084240 2006057.15111720 154.775 0
RETR HETG 2006057.18265240 2006057.18292720 154.775 0
INSR HETG 2006064.23323710 2006064.23351180 154.775 0
RETR HETG 2006065.04352930 2006065.04380410 154.775 0
INSR LETG 2006071.01225120 2006071.01255670 152.212 17
RETR LETG 2006071.19385830 2006071.19414120 153.237 5
INSR LETG 2006072.22502780 2006072.22532310 152.212 12
RETR LETG 2006073.04403310 2006073.04431610 153.237 5
INSR HETG 2006074.06573190 2006074.07000670 154.775 0
RETR HETG 2006075.13560170 2006075.13583650 154.775 0
INSR HETG 2006081.04515850 2006081.04543320 154.775 0
RETR HETG 2006081.11413800 2006081.11441270 154.775 0
INSR HETG 2006082.04522440 2006082.04545920 154.775 0
RETR HETG 2006083.12125970 2006083.12153450 154.775 0
INSR LETG 2006083.12163080 2006083.12192820 152.212 13
RETR LETG 2006083.15273240 2006083.15301540 153.237 5
INSR HETG 2006090.03092760 2006090.03120230 154.775 0
RETR HETG 2006091.15311130 2006091.15334610 154.775 0
INSR LETG 2006092.20555490 2006092.20585220 152.212 13
RETR LETG 2006093.05161810 2006093.05190210 153.237 6
INSR LETG 2006094.01080830 2006094.01110660 152.212 13
RETR LETG 2006094.14463400 2006094.14491390 153.237 4
INSR LETG 2006095.08175350 2006095.08204980 152.212 12
RETR LETG 2006095.21323130 2006095.21351220 153.237 4
INSR LETG 2006096.17341700 2006096.17371330 152.212 12
RETR LETG 2006097.07290770 2006097.07314860 153.237 4
INSR HETG 2006097.07323890 2006097.07351360 154.775 0
RETR HETG 2006097.21590380 2006097.22013860 154.775 0
INSR HETG 2006101.23351790 2006101.23375270 154.775 0
RETR HETG 2006102.12212810 2006102.12240290 154.775 0
INSR HETG 2006103.10051520 2006103.10075100 155.031 0
RETR HETG 2006104.15485230 2006104.15512710 154.775 0
INSR HETG 2006106.09303330 2006106.09330810 154.775 0
RETR HETG 2006107.06505400 2006107.06532880 154.775 0
INSR HETG 2006108.03223960 2006108.03251440 154.775 0
RETR HETG 2006108.12411400 2006108.12434880 154.775 0
INSR LETG 2006110.17115480 2006110.17145010 152.212 12
RETR LETG 2006110.20391320 2006110.20415510 153.237 5
INSR LETG 2006113.23210090 2006113.23235930 152.212 13
RETR LETG 2006114.08080320 2006114.08104620 153.237 5
INSR HETG 2006114.08113430 2006114.08140910 154.775 0
RETR HETG 2006115.05025350 2006115.05052830 154.775 0
INSR LETG 2006121.11501260 2006121.11531090 152.212 13
RETR LETG 2006121.20302380 2006121.20330580 153.237 5
INSR LETG 2006124.00430830 2006124.00460460 152.212 12
RETR LETG 2006124.08273810 2006124.08301900 153.237 4
INSR HETG 2006129.18160060 2006129.18183540 154.775 0
RETR HETG 2006132.17493180 2006132.17520660 154.775 0
INSR HETG 2006134.12530150 2006134.12553630 154.775 0
RETR HETG 2006134.17532820 2006134.17560300 154.775 0
INSR HETG 2006136.11061700 2006136.11085280 155.031 0
RETR HETG 2006138.23541340 2006138.23564820 154.775 0
INSR HETG 2006139.19592920 2006139.20020400 154.775 0
RETR HETG 2006140.03322300 2006140.03345780 154.775 0
INSR HETG 2006142.14265960 2006142.14293440 154.775 0
RETR HETG 2006143.05015810 2006143.05043280 154.775 0
INSR LETG 2006145.12533600 2006145.12563330 152.212 13
RETR LETG 2006146.01205980 2006146.01234480 153.237 6
INSR LETG 2006155.11490480 2006155.11520010 152.212 12
RETR LETG 2006155.17592070 2006155.18020370 153.237 5
INSR HETG 2006160.18021750 2006160.18045220 154.775 0
RETR HETG 2006160.22450740 2006160.22474210 154.775 0
INSR HETG 2006164.05182590 2006164.05210070 154.775 0
RETR HETG 2006165.11415750 2006165.11443220 154.775 0
INSR HETG 2006170.17490330 2006170.17513910 155.031 0
RETR HETG 2006171.09215450 2006171.09242930 154.775 0
INSR HETG 2006172.09532700 2006172.09560280 155.031 0
RETR HETG 2006174.00313440 2006174.00340920 154.775 0
INSR HETG 2006174.17370620 2006174.17394100 155.031 0
RETR HETG 2006174.23095630 2006174.23123110 154.775 0
INSR HETG 2006179.23214110 2006179.23241580 154.775 0
RETR HETG 2006180.04060830 2006180.04084310 154.775 0
INSR HETG 2006183.22552080 2006183.22575550 154.775 0
RETR HETG 2006184.06415350 2006184.06442830 154.775 0
INSR HETG 2006185.12492270 2006185.12515750 154.775 0
RETR HETG 2006185.17015320 2006185.17042800 154.775 0
INSR HETG 2006187.10221090 2006187.10244570 154.775 0
RETR HETG 2006187.14462560 2006187.14490040 154.775 0
INSR LETG 2006187.14495680 2006187.14530130 152.212 16
RETR LETG 2006188.08492140 2006188.08520440 153.237 5
INSR HETG 2006188.08525260 2006188.08552730 154.775 0
RETR HETG 2006189.06522250 2006189.06545730 154.775 0
INSR LETG 2006189.06555270 2006189.06585100 152.212 13
RETR LETG 2006190.22453990 2006190.22482490 153.237 6
INSR HETG 2006194.13243080 2006194.13270560 154.775 0
RETR HETG 2006194.18485250 2006194.18512720 154.775 0
INSR HETG 2006198.12403580 2006198.12431060 154.775 0
RETR HETG 2006201.14242270 2006201.14265740 154.775 0
INSR HETG 2006203.21421200 2006203.21444680 154.775 0
RETR HETG 2006205.03271530 2006205.03295010 154.775 0
INSR LETG 2006205.21272810 2006205.21302750 152.212 14
RETR LETG 2006205.22215890 2006205.22244390 153.237 6
INSR HETG 2006209.10580230 2006209.11003710 154.775 0
RETR HETG 2006210.10251570 2006210.10275050 154.775 0
INSR LETG 2006210.21164000 2006210.21193520 152.212 12
RETR LETG 2006211.06325600 2006211.06353800 153.237 5
INSR LETG 2006219.11435380 2006219.11464910 152.212 12
RETR LETG 2006219.17585360 2006219.18013550 153.237 5
INSR HETG 2006220.23501400 2006220.23524870 154.775 0
RETR HETG 2006224.13552680 2006224.13580160 154.775 0
INSR HETG 2006224.16060910 2006224.16084390 154.775 0
RETR HETG 2006224.20490000 2006224.20513480 154.775 0
INSR HETG 2006224.21400170 2006224.21423650 154.775 0
RETR HETG 2006225.05101560 2006225.05125030 154.775 0
INSR HETG 2006229.20252810 2006229.20280290 154.775 0
RETR HETG 2006230.03422250 2006230.03445730 154.775 0
INSR HETG 2006231.22242590 2006231.22270060 154.775 0
RETR HETG 2006232.09112770 2006232.09140250 154.775 0
INSR LETG 2006234.07364170 2006234.07393900 152.212 13
RETR LETG 2006236.20151760 2006236.20175950 153.237 5
INSR LETG 2006247.10315620 2006247.10345450 152.212 13
RETR LETG 2006247.22042860 2006247.22070960 153.237 4
INSR LETG 2006250.02253860 2006250.02283490 152.212 12
RETR LETG 2006250.13584280 2006250.14012380 153.237 4
INSR LETG 2006251.17462130 2006251.17491860 152.212 13
RETR LETG 2006252.16471610 2006252.16495910 153.237 5
INSR HETG 2006274.17302660 2006274.17330240 155.031 0
RETR HETG 2006274.23365390 2006274.23392860 154.775 0
INSR HETG 2006282.13455760 2006282.13483240 154.775 0
RETR HETG 2006282.20350840 2006282.20374320 154.775 0
INSR HETG 2006283.04301980 2006283.04325460 154.775 0
RETR HETG 2006284.23570560 2006284.23594040 154.775 0
INSR HETG 2006285.06465330 2006285.06492810 155.031 0
RETR HETG 2006285.18100710 2006285.18124190 154.775 0
INSR HETG 2006287.02053320 2006287.02080900 155.031 0
RETR HETG 2006287.14355120 2006287.14382600 154.775 0
INSR HETG 2006293.04024150 2006293.04051630 154.775 0
RETR HETG 2006293.12004100 2006293.12031580 154.775 0
INSR LETG 2006295.19024020 2006295.19054360 152.212 16
RETR LETG 2006297.15490140 2006297.15514340 153.237 5
INSR HETG 2006309.14062220 2006309.14085690 154.775 0
RETR HETG 2006310.22051730 2006310.22075210 154.775 0
INSR HETG 2006332.01420110 2006332.01443590 154.775 0
RETR HETG 2006332.10345190 2006332.10372670 154.775 0
INSR HETG 2006333.16275690 2006333.16303170 155.031 0
RETR HETG 2006333.20040730 2006333.20064210 154.775 0
INSR HETG 2006334.16495340 2006334.16522810 154.775 0
RETR HETG 2006335.01592350 2006335.02015830 154.775 0
INSR HETG 2006337.07461670 2006337.07485250 155.031 0
RETR HETG 2006337.16270390 2006337.16293860 154.775 0
INSR HETG 2006337.18572280 2006337.18595760 154.775 0
RETR HETG 2006338.02511530 2006338.02535010 154.775 0
INSR HETG 2006340.12051770 2006340.12075250 154.775 0
RETR HETG 2006344.02003720 2006344.02031200 154.775 0
INSR HETG 2006347.22342990 2006347.22370460 154.775 0
RETR HETG 2006350.13121090 2006350.13144570 154.775 0
INSR HETG 2006353.14010970 2006353.14034440 154.775 0
RETR HETG 2006353.22093440 2006353.22120920 154.775 0
INSR LETG 2006354.10334550 2006354.10364180 152.212 12
RETR LETG 2006356.19095140 2006356.19123330 153.237 5
INSR HETG 2006357.00393490 2006357.00420970 154.775 0
RETR HETG 2006357.08504570 2006357.08532050 154.775 0
INSR LETG 2006358.16092700 2006358.16122330 152.212 12
RETR LETG 2006358.22534370 2006358.22562360 153.237 4
INSR HETG 2007001.21230650 2007001.21254130 154.775 0
RETR HETG 2007001.22595820 2007001.23023300 154.775 0
INSR LETG 2007007.23001660 2007007.23030980 152.212 11
RETR LETG 2007009.08034840 2007009.08062830 153.237 4
INSR HETG 2007015.08265820 2007015.08293400 155.031 0
RETR HETG 2007015.09560560 2007015.09584040 154.775 0
INSR LETG 2007021.07471480 2007021.07500800 152.212 11
RETR LETG 2007021.16122100 2007021.16150190 153.237 4
INSR HETG 2007034.09395910 2007034.09423390 154.775 0
RETR HETG 2007034.23155210 2007034.23182680 154.775 0
INSR HETG 2007036.20284510 2007036.20311990 155.031 0
RETR HETG 2007039.06371330 2007039.06394810 154.775 0
INSR LETG 2007043.18105470 2007043.18134800 152.212 11
RETR LETG 2007044.05513510 2007044.05541600 153.237 4
INSR HETG 2007046.11040820 2007046.11064300 154.775 0
RETR HETG 2007049.00263520 2007049.00291000 154.775 0
INSR LETG 2007049.00300630 2007049.00330160 152.212 12
RETR LETG 2007049.12511800 2007049.12540000 153.237 5
INSR HETG 2007056.22583190 2007056.23010670 154.775 0
RETR HETG 2007062.05162450 2007062.05185930 154.775 0
INSR HETG 2007062.15181420 2007062.15204900 154.775 0
RETR HETG 2007062.21410450 2007062.21433930 154.775 0
INSR LETG 2007065.06125490 2007065.06155020 152.212 12
RETR LETG 2007066.03374620 2007066.03402710 153.237 4
INSR LETG 2007068.02333690 2007068.02363940 152.212 15
RETR LETG 2007069.00591310 2007069.01015200 153.237 3
INSR HETG 2007070.03400790 2007070.03424270 155.031 0
RETR HETG 2007070.12323920 2007070.12351400 154.775 0
INSR HETG 2007071.18163690 2007071.18191170 154.775 0
RETR HETG 2007071.22233850 2007071.22261330 154.775 0
INSR HETG 2007072.19591960 2007072.20015440 154.775 0
RETR HETG 2007073.04103040 2007073.04130520 154.775 0
INSR LETG 2007073.16101160 2007073.16130590 152.212 11
