DIRN GRATING START_TIME STOP_TIME T_LONG N_SHORT
INSR LETG 2010045.11243400 2010045.11272210 152.212 8
RETR LETG 2010045.18222660 2010045.18250130 153.237 1
INSR HETG 2010057.11594830 2010057.12022310 154.775 0
RETR HETG 2010058.02585620 2010058.03013090 154.775 0
INSR HETG 2010072.01502850 2010072.01530430 155.031 0
RETR HETG 2010072.06530120 2010072.06553600 154.775 0
INSR LETG 2010072.06563130 2010072.06592150 152.212 9
RETR LETG 2010073.09565070 2010073.09592440 153.237 1
INSR HETG 2010073.10002080 2010073.10025560 154.775 0
RETR HETG 2010073.23283870 2010073.23311350 154.775 0
INSR HETG 2010074.04191600 2010074.04215080 154.775 0
RETR HETG 2010074.11130660 2010074.11154140 154.775 0
INSR LETG 2010074.12542590 2010074.12571400 152.212 8
RETR LETG 2010074.18531090 2010074.18554460 153.237 1
INSR HETG 2010076.00041240 2010076.00064820 155.031 0
RETR HETG 2010077.01303920 2010077.01331400 154.775 0
INSR LETG 2010079.23263150 2010079.23292370 152.212 10
RETR LETG 2010080.00165220 2010080.00192800 153.237 2
INSR HETG 2010087.02223840 2010087.02251320 155.031 0
RETR HETG 2010087.16300560 2010087.16324040 154.775 0
INSR LETG 2010088.22370400 2010088.22395310 152.212 9
RETR LETG 2010089.06510700 2010089.06534180 153.237 1
INSR LETG 2010089.20292650 2010089.20321570 152.212 9
RETR LETG 2010090.12195960 2010090.12223640 153.237 2
INSR LETG 2010091.02271750 2010091.02300670 152.212 9
RETR LETG 2010091.16533940 2010091.16561420 153.237 1
INSR HETG 2010104.09401320 2010104.09424800 154.775 0
RETR HETG 2010104.23191790 2010104.23215260 154.775 0
INSR HETG 2010109.09005420 2010109.09032900 154.775 0
RETR HETG 2010110.02290110 2010110.02313580 154.775 0
INSR LETG 2010111.10341750 2010111.10370560 152.212 8
RETR LETG 2010111.12272510 2010111.12295990 153.237 1
INSR HETG 2010111.12305620 2010111.12333100 154.519 0
RETR HETG 2010112.22282290 2010112.22305760 154.775 0
INSR HETG 2010114.03564880 2010114.03592360 154.519 0
RETR HETG 2010114.23274740 2010114.23302220 154.775 0
INSR HETG 2010117.22343760 2010117.22371240 154.775 0
RETR HETG 2010118.09064670 2010118.09092150 154.775 0
INSR LETG 2010118.20350290 2010118.20375310 152.212 9
RETR LETG 2010119.10391940 2010119.10415420 153.237 1
INSR HETG 2010119.10425060 2010119.10452540 154.775 0
RETR HETG 2010119.21004590 2010119.21032060 154.775 0
INSR HETG 2010156.11494660 2010156.11522140 154.775 0
RETR HETG 2010157.16145700 2010157.16173180 154.775 0
INSR LETG 2010170.02515820 2010170.02545040 152.212 10
RETR LETG 2010170.13002250 2010170.13025630 153.237 1
INSR HETG 2010172.08061880 2010172.08085360 154.519 0
RETR HETG 2010173.19430590 2010173.19454070 154.775 0
INSR HETG 2010175.00225370 2010175.00252850 154.775 0
RETR HETG 2010175.08223880 2010175.08251360 154.775 0
INSR HETG 2010180.09002570 2010180.09030040 154.519 0
RETR HETG 2010180.23295820 2010180.23323290 154.775 0
INSR HETG 2010185.04523450 2010185.04550930 154.775 0
RETR HETG 2010185.10594790 2010185.11022270 154.775 0
INSR LETG 2010191.06442400 2010191.06471210 152.212 8
RETR LETG 2010192.01421410 2010192.01444890 153.237 1
INSR HETG 2010194.01312590 2010194.01340070 154.775 0
RETR HETG 2010195.14523070 2010195.14550550 154.775 0
INSR HETG 2010203.12474170 2010203.12501640 154.775 0
RETR HETG 2010203.18280270 2010203.18303750 154.775 0
INSR HETG 2010205.05413470 2010205.05440950 154.775 0
RETR HETG 2010206.17124960 2010206.17152440 154.775 0
INSR HETG 2010211.10453520 2010211.10481000 154.775 0
RETR HETG 2010211.23151530 2010211.23175010 154.775 0
INSR HETG 2010213.00212240 2010213.00235710 154.775 0
RETR HETG 2010213.08561590 2010213.08585060 154.775 0
INSR HETG 2010215.10102190 2010215.10125670 154.775 0
RETR HETG 2010215.18365420 2010215.18392900 154.775 0
INSR LETG 2010215.18402540 2010215.18431240 152.212 8
RETR LETG 2010216.18400840 2010216.18424420 153.237 2
INSR HETG 2010217.13581210 2010217.14004690 155.031 0
RETR HETG 2010217.22522280 2010217.22545760 154.775 0
INSR LETG 2010217.22555400 2010217.22584100 152.212 8
RETR LETG 2010219.09442120 2010219.09465810 153.237 2
INSR HETG 2010220.22522280 2010220.22545750 154.775 0
RETR HETG 2010222.04375780 2010222.04403260 154.775 0
INSR LETG 2010223.14024160 2010223.14052970 152.212 8
RETR LETG 2010224.19555470 2010224.19582840 153.237 1
INSR LETG 2010225.12473520 2010225.12502020 152.212 7
RETR LETG 2010226.16223660 2010226.16251140 153.237 1
INSR LETG 2010231.23415300 2010231.23443800 152.212 7
RETR LETG 2010232.00550620 2010232.00574090 153.237 1
INSR HETG 2010255.16185420 2010255.16212900 154.775 0
RETR HETG 2010256.12162260 2010256.12185740 154.775 0
INSR HETG 2010258.01395380 2010258.01422860 155.031 0
RETR HETG 2010258.10453540 2010258.10481010 154.775 0
INSR HETG 2010260.01575070 2010260.02002550 154.775 0
RETR HETG 2010260.10525980 2010260.10553460 154.775 0
INSR HETG 2010262.02282810 2010262.02310290 155.031 0
RETR HETG 2010262.11192310 2010262.11215790 154.775 0
INSR HETG 2010271.06480700 2010271.06504280 155.031 0
RETR HETG 2010271.15022440 2010271.15045910 154.775 0
INSR HETG 2010272.07021400 2010272.07044870 154.775 0
RETR HETG 2010272.17330410 2010272.17353890 154.775 0
INSR HETG 2010273.07393190 2010273.07420660 154.775 0
RETR HETG 2010273.23135320 2010273.23162800 154.775 0
INSR LETG 2010279.04200800 2010279.04225710 152.212 9
RETR LETG 2010279.05190830 2010279.05214310 153.237 1
INSR HETG 2010297.10271290 2010297.10294870 155.031 0
RETR HETG 2010297.19272850 2010297.19300330 154.775 0
INSR LETG 2010311.23341620 2010311.23370430 152.212 8
RETR LETG 2010313.06532720 2010313.06560200 153.237 1
INSR LETG 2010313.12034940 2010313.12063860 152.212 9
RETR LETG 2010314.15111400 2010314.15134880 153.237 1
INSR HETG 2010318.13110140 2010318.13133610 154.775 0
RETR HETG 2010319.02352760 2010319.02380240 154.775 0
INSR LETG 2010320.06553660 2010320.06582370 152.212 8
RETR LETG 2010320.12513870 2010320.12541340 153.237 1
INSR LETG 2010322.09161610 2010322.09190730 152.212 10
RETR LETG 2010322.22304580 2010322.22331950 153.237 1
INSR LETG 2010323.15585770 2010323.16014790 152.212 9
RETR LETG 2010323.20191160 2010323.20214630 153.237 1
INSR HETG 2010325.00151940 2010325.00175520 155.031 0
RETR HETG 2010325.19094560 2010325.19122040 154.775 0
INSR LETG 2010325.19131570 2010325.19160380 152.212 8
RETR LETG 2010326.01165280 2010326.01192660 153.237 1
INSR LETG 2010333.14335760 2010333.14364670 152.212 9
RETR LETG 2010333.23105510 2010333.23132880 153.237 1
INSR HETG 2010335.01343670 2010335.01371150 154.775 0
RETR HETG 2010335.15111490 2010335.15134970 154.775 0
INSR HETG 2010341.10112530 2010341.10140010 154.775 0
RETR HETG 2010342.00385380 2010342.00412850 154.775 0
INSR HETG 2010344.16065130 2010344.16092610 154.775 0
RETR HETG 2010345.12133430 2010345.12160900 154.775 0
INSR HETG 2010347.00060320 2010347.00083800 154.519 0
RETR HETG 2010347.22422210 2010347.22445690 154.775 0
INSR LETG 2010354.15053380 2010354.15082800 152.212 11
RETR LETG 2010356.04052940 2010356.04080320 153.237 1
INSR HETG 2010360.20524080 2010360.20551550 154.519 0
RETR HETG 2010361.08022180 2010361.08045660 154.775 0
INSR LETG 2010363.03010550 2010363.03035770 152.212 10
RETR LETG 2010364.06180820 2010364.06204090 153.237 0
INSR HETG 2011006.13375920 2011006.13403400 154.775 0
RETR HETG 2011006.20452580 2011006.20480050 154.775 0
INSR HETG 2011036.06155060 2011036.06182540 154.775 0
RETR HETG 2011036.10201630 2011036.10225110 154.775 0
INSR HETG 2011042.16510220 2011042.16533590 154.006 0
RETR HETG 2011044.17025830 2011044.17053310 154.775 0
INSR LETG 2011047.18191390 2011047.18220400 152.212 9
RETR LETG 2011048.03181160 2011048.03204640 153.237 1
INSR HETG 2011048.17545970 2011048.17573350 153.75 0
RETR HETG 2011048.20582720 2011048.21010200 154.775 0
INSR HETG 2011060.13200640 2011060.13224220 155.031 0
RETR HETG 2011061.10083640 2011061.10111120 154.775 0
INSR LETG 2011061.19392580 2011061.19421180 152.212 7
RETR LETG 2011062.21030040 2011062.21053520 153.237 1
INSR HETG 2011063.08195190 2011063.08222670 155.031 0
RETR HETG 2011064.03015500 2011064.03042970 154.775 0
INSR LETG 2011064.03451230 2011064.03475730 152.212 7
RETR LETG 2011065.00243810 2011065.00271280 153.237 1
INSR HETG 2011065.01121780 2011065.01145360 155.031 0
RETR HETG 2011065.17010220 2011065.17033700 154.775 0
INSR LETG 2011067.01523540 2011067.01552350 152.212 8
RETR LETG 2011068.14242390 2011068.14265770 153.237 0
INSR HETG 2011072.17294340 2011072.17321920 155.031 0
RETR HETG 2011073.01140000 2011073.01163470 154.775 0
INSR LETG 2011074.10403750 2011074.10432460 152.212 8
RETR LETG 2011074.11435920 2011074.11463190 153.237 0
INSR LETG 2011075.02192530 2011075.02221340 152.212 8
RETR LETG 2011075.08290430 2011075.08313700 153.237 0
INSR HETG 2011079.23345530 2011079.23373010 154.775 0
RETR HETG 2011080.15311280 2011080.15334750 154.775 0
INSR HETG 2011081.05585350 2011081.06012830 154.775 0
RETR HETG 2011081.19393350 2011081.19420830 154.775 0
INSR HETG 2011083.22210550 2011083.22234030 155.031 0
RETR HETG 2011085.06133120 2011085.06160600 154.775 0
INSR HETG 2011086.06094300 2011086.06121770 155.031 0
RETR HETG 2011087.02452120 2011087.02475600 154.775 0
INSR LETG 2011103.11300830 2011103.11330050 152.212 10
RETR LETG 2011103.17374740 2011103.17402210 153.237 1
INSR HETG 2011105.15040510 2011105.15063980 154.775 0
RETR HETG 2011106.05390150 2011106.05413620 154.775 0
INSR HETG 2011106.13355230 2011106.13382710 154.775 0
RETR HETG 2011108.05505740 2011108.05533220 154.775 0
INSR HETG 2011109.15462000 2011109.15485480 154.519 0
RETR HETG 2011110.21215340 2011110.21242820 154.775 0
INSR HETG 2011111.11123100 2011111.11150570 154.775 0
RETR HETG 2011111.22500580 2011111.22524060 154.775 0
INSR HETG 2011112.06260820 2011112.06284300 154.775 0
RETR HETG 2011113.00402870 2011113.00430340 154.775 0
INSR HETG 2011113.20574400 2011113.21001880 154.775 0
RETR HETG 2011116.21224360 2011116.21251840 154.775 0
INSR LETG 2011116.23112570 2011116.23141070 152.212 7
RETR LETG 2011117.07275430 2011117.07302800 153.237 0
INSR HETG 2011117.09030250 2011117.09053730 154.775 0
RETR HETG 2011118.06152960 2011118.06180440 154.775 0
INSR HETG 2011118.18500800 2011118.18524270 154.775 0
RETR HETG 2011119.16501580 2011119.16525060 154.775 0
INSR HETG 2011121.23552050 2011121.23575630 155.031 0
RETR HETG 2011122.07020500 2011122.07043980 154.775 0
INSR HETG 2011123.12362560 2011123.12390040 154.775 0
RETR HETG 2011124.01250650 2011124.01274130 154.775 0
INSR LETG 2011124.08363390 2011124.08392410 152.212 9
RETR LETG 2011126.07352620 2011126.07380090 153.237 1
INSR LETG 2011126.22321870 2011126.22350570 152.212 8
RETR LETG 2011129.00113350 2011129.00140830 153.237 1
INSR HETG 2011135.04314940 2011135.04342420 154.775 0
RETR HETG 2011135.16134360 2011135.16161840 154.775 0
INSR HETG 2011137.13183290 2011137.13210770 154.775 0
RETR HETG 2011138.03421690 2011138.03445170 154.775 0
INSR HETG 2011155.18535030 2011155.18562510 155.031 0
RETR HETG 2011156.11273240 2011156.11300720 154.775 0
INSR LETG 2011159.12170590 2011159.12195200 152.212 7
RETR LETG 2011160.10471880 2011160.10495160 153.237 0
INSR LETG 2011161.04023180 2011161.04052190 152.212 9
RETR LETG 2011161.15572390 2011161.15595870 153.237 1
INSR LETG 2011169.01521260 2011169.01550380 152.212 10
RETR LETG 2011171.01133580 2011171.01161370 152.725 3
INSR HETG 2011172.04244490 2011172.04271970 154.519 0
RETR HETG 2011173.14444660 2011173.14472130 154.775 0
INSR LETG 2011175.09300160 2011175.09324970 152.212 8
RETR LETG 2011176.05220510 2011176.05244500 152.725 4
INSR LETG 2011177.19372300 2011177.19400700 152.212 6
RETR LETG 2011178.04383810 2011178.04411390 152.725 2
INSR LETG 2011179.15103530 2011179.15132140 152.212 7
RETR LETG 2011181.11232660 2011181.11260650 152.725 4
INSR HETG 2011184.19502440 2011184.19525920 154.775 0
RETR HETG 2011185.06560970 2011185.06584450 154.775 0
INSR LETG 2011185.06593980 2011185.07022790 152.212 8
RETR LETG 2011186.01021930 2011186.01050120 152.725 5
INSR HETG 2011186.01055040 2011186.01082520 154.775 0
RETR HETG 2011186.05460860 2011186.05484340 154.775 0
INSR HETG 2011186.20000630 2011186.20024110 154.775 0
RETR HETG 2011187.01495010 2011187.01522490 154.775 0
INSR HETG 2011187.11510710 2011187.11534180 154.775 0
RETR HETG 2011193.00310650 2011193.00334130 154.775 0
INSR HETG 2011204.18471090 2011204.18494670 155.287 0
RETR HETG 2011205.16105050 2011205.16132520 154.775 0
INSR HETG 2011206.07215370 2011206.07242850 154.775 0
RETR HETG 2011208.04051460 2011208.04074930 154.775 0
INSR HETG 2011208.20483490 2011208.20510960 155.031 0
RETR HETG 2011209.19354870 2011209.19382350 154.775 0
INSR HETG 2011213.06470990 2011213.06494470 154.775 0
RETR HETG 2011216.02270010 2011216.02293490 154.775 0
INSR HETG 2011219.09540330 2011219.09563810 154.519 0
RETR HETG 2011220.07193360 2011220.07220830 154.775 0
INSR HETG 2011221.09524610 2011221.09552190 155.031 0
RETR HETG 2011222.02062700 2011222.02090180 154.775 0
INSR HETG 2011238.02494990 2011238.02522470 154.775 0
RETR HETG 2011238.12140570 2011238.12164050 154.775 0
INSR HETG 2011240.12542230 2011240.12565700 154.775 0
RETR HETG 2011241.04075420 2011241.04102890 154.775 0
INSR HETG 2011241.13553930 2011241.13581410 154.775 0
RETR HETG 2011241.18195500 2011241.18222980 154.775 0
INSR HETG 2011242.13022670 2011242.13050250 155.031 0
RETR HETG 2011243.05204030 2011243.05231510 154.775 0
INSR HETG 2011264.08091160 2011264.08114640 154.006 0
RETR HETG 2011264.19354230 2011264.19381710 154.775 0
INSR HETG 2011265.20172870 2011265.20200450 155.031 0
RETR HETG 2011266.00065350 2011266.00092820 154.775 0
INSR HETG 2011269.20270920 2011269.20294390 154.775 0
RETR HETG 2011271.18153630 2011271.18181110 154.775 0
INSR HETG 2011272.06463110 2011272.06490580 154.775 0
RETR HETG 2011275.12514760 2011275.12542230 154.775 0
INSR HETG 2011279.11083890 2011279.11111470 155.031 0
RETR HETG 2011280.05202160 2011280.05225630 154.775 0
INSR HETG 2011282.04270520 2011282.04294000 154.519 0
RETR HETG 2011282.21511430 2011282.21534900 154.775 0
INSR HETG 2011291.08225610 2011291.08252990 154.006 0
RETR HETG 2011291.20370550 2011291.20394030 154.775 0
INSR HETG 2011293.11013490 2011293.11040970 154.775 0
RETR HETG 2011294.17093680 2011294.17121160 154.775 0
INSR LETG 2011307.20334280 2011307.20362980 152.212 8
RETR LETG 2011308.08101920 2011308.08125700 152.725 3
INSR HETG 2011308.08134930 2011308.08162410 154.775 0
RETR HETG 2011309.07333680 2011309.07361150 154.775 0
INSR LETG 2011312.00081700 2011312.00110510 152.212 8
RETR LETG 2011313.04515030 2011313.04543430 152.725 6
INSR HETG 2011333.03284800 2011333.03312280 154.775 0
RETR HETG 2011334.20262250 2011334.20285730 154.775 0
INSR HETG 2011340.04184840 2011340.04212320 154.775 0
RETR HETG 2011340.09085500 2011340.09112970 154.775 0
INSR HETG 2011343.23421290 2011343.23444770 154.775 0
RETR HETG 2011344.13171980 2011344.13195450 154.775 0
INSR HETG 2011344.20454600 2011344.20482080 154.775 0
RETR HETG 2011345.12115230 2011345.12142710 154.775 0
INSR HETG 2011347.10065600 2011347.10093080 154.519 0
RETR HETG 2011347.20470280 2011347.20493760 154.775 0
INSR HETG 2011353.00564270 2011353.00591750 154.775 0
RETR HETG 2011353.18175140 2011353.18202620 154.775 0
INSR HETG 2011357.20000330 2011357.20023800 154.775 0
RETR HETG 2011358.18450790 2011358.18474270 154.775 0
INSR LETG 2011360.11545010 2011360.11573410 152.212 6
RETR LETG 2011360.20285750 2011360.20313130 152.725 1
INSR HETG 2011363.14400610 2011363.14424080 154.775 0
RETR HETG 2011363.23315940 2011363.23343420 154.775 0
INSR LETG 2012009.12463040 2012009.12491240 152.212 5
RETR LETG 2012009.14353610 2012009.14380980 152.725 1
INSR HETG 2012017.04141540 2012017.04165120 155.031 0
RETR HETG 2012017.12582340 2012017.13005820 154.775 0
INSR HETG 2012020.23370100 2012020.23393580 154.775 0
RETR HETG 2012021.08224540 2012021.08252020 154.775 0
INSR HETG 2012026.12435720 2012026.12463200 154.775 0
RETR HETG 2012026.21482910 2012026.21510390 154.775 0
INSR HETG 2012030.08303880 2012030.08331360 154.775 0
RETR HETG 2012030.17403970 2012030.17431450 154.775 0
INSR HETG 2012037.00302930 2012037.00330300 154.006 0
RETR HETG 2012037.17423670 2012037.17451150 154.775 0
INSR HETG 2012040.06043520 2012040.06070990 154.519 0
RETR HETG 2012040.23071270 2012040.23094750 154.775 0
INSR HETG 2012041.03042990 2012041.03070470 154.775 0
RETR HETG 2012041.08392300 2012041.08415780 154.775 0
INSR HETG 2012042.10004030 2012042.10031510 154.775 0
RETR HETG 2012042.22080380 2012042.22103850 154.775 0
INSR LETG 2012044.20080370 2012044.20105180 152.212 8
RETR LETG 2012047.12053150 2012047.12080730 152.725 2
INSR HETG 2012050.22252670 2012050.22280150 154.519 0
RETR HETG 2012050.23203440 2012050.23230910 154.775 0
INSR HETG 2012059.11483350 2012059.11510830 154.775 0
RETR HETG 2012060.03474930 2012060.03502410 154.775 0
INSR HETG 2012060.17073580 2012060.17101050 154.519 0
RETR HETG 2012062.19565350 2012062.19592830 154.775 0
INSR HETG 2012066.03052250 2012066.03075730 154.519 0
RETR HETG 2012067.01330270 2012067.01353750 154.775 0
INSR HETG 2012075.08372430 2012075.08395900 154.775 0
RETR HETG 2012075.20161190 2012075.20184670 154.775 0
INSR HETG 2012077.08491220 2012077.08514800 155.031 0
RETR HETG 2012077.20193140 2012077.20220620 154.775 0
INSR HETG 2012077.22572140 2012077.22595620 154.775 0
RETR HETG 2012078.05033640 2012078.05061110 154.775 0
INSR LETG 2012078.05070750 2012078.05095460 152.212 8
RETR LETG 2012078.08232170 2012078.08255540 152.725 1
INSR HETG 2012080.10025500 2012080.10053080 155.031 0
RETR HETG 2012080.16582300 2012080.17005780 154.775 0
INSR HETG 2012081.06320070 2012081.06343550 154.775 0
RETR HETG 2012081.20244740 2012081.20272220 154.775 0
INSR HETG 2012082.11164060 2012082.11191540 154.775 0
RETR HETG 2012082.17220840 2012082.17244320 154.775 0
INSR HETG 2012083.17380510 2012083.17403980 155.031 0
RETR HETG 2012083.23434930 2012083.23462410 154.775 0
INSR HETG 2012088.20500140 2012088.20523620 155.031 0
RETR HETG 2012089.18583050 2012089.19010530 154.775 0
INSR HETG 2012092.11121430 2012092.11144900 155.031 0
RETR HETG 2012092.19355230 2012092.19382710 154.775 0
INSR HETG 2012093.11523050 2012093.11550530 154.775 0
RETR HETG 2012094.04405930 2012094.04433410 154.775 0
INSR LETG 2012098.20213830 2012098.20242020 152.212 5
RETR LETG 2012099.05081490 2012099.05104870 152.725 1
INSR HETG 2012099.15121590 2012099.15145060 154.775 0
RETR HETG 2012101.11171350 2012101.11194830 154.775 0
INSR HETG 2012103.00184150 2012103.00211620 154.775 0
RETR HETG 2012104.07493360 2012104.07520840 154.775 0
INSR LETG 2012105.16552680 2012105.16581180 152.212 7
RETR LETG 2012105.18092090 2012105.18120080 152.725 4
INSR LETG 2012117.21454640 2012117.21483450 152.212 8
RETR LETG 2012118.03464360 2012118.03492150 152.725 3
INSR LETG 2012119.00252540 2012119.00281140 152.212 7
RETR LETG 2012119.03325270 2012119.03352850 152.725 2
INSR LETG 2012119.07570640 2012119.07595650 152.212 9
RETR LETG 2012119.16212230 2012119.16235610 152.725 1
INSR HETG 2012120.18563480 2012120.18591060 155.031 0
RETR HETG 2012121.12375190 2012121.12402670 154.775 0
INSR HETG 2012121.16044470 2012121.16071940 154.775 0
RETR HETG 2012123.11265790 2012123.11293270 154.775 0
INSR HETG 2012124.14535200 2012124.14562780 155.031 0
RETR HETG 2012124.21021820 2012124.21045290 154.775 0
INSR HETG 2012127.19483110 2012127.19510690 155.031 0
RETR HETG 2012128.18380740 2012128.18404220 154.775 0
INSR HETG 2012130.08423360 2012130.08450830 154.775 0
RETR HETG 2012134.05285960 2012134.05313430 154.775 0
INSR HETG 2012137.09512040 2012137.09535520 154.775 0
RETR HETG 2012139.12044830 2012139.12072310 154.775 0
INSR HETG 2012140.10301220 2012140.10324700 154.519 0
RETR HETG 2012142.00401650 2012142.00425130 154.775 0
INSR HETG 2012155.22150130 2012155.22173610 154.775 0
RETR HETG 2012156.03482720 2012156.03510200 154.775 0
INSR LETG 2012157.00090350 2012157.00114950 152.212 7
RETR LETG 2012157.21533450 2012157.21561440 152.725 4
INSR LETG 2012159.04473370 2012159.04502180 152.212 8
RETR LETG 2012160.07135960 2012160.07163330 152.725 1
INSR HETG 2012172.15224470 2012172.15251950 154.775 0
RETR HETG 2012173.02401820 2012173.02425300 154.775 0
INSR HETG 2012174.13175570 2012174.13203040 155.031 0
RETR HETG 2012175.00550490 2012175.00573970 154.775 0
INSR LETG 2012177.15584600 2012177.16012590 152.212 4
RETR LETG 2012177.22581080 2012177.23004450 152.725 1
INSR HETG 2012185.11210170 2012185.11233640 155.031 0
RETR HETG 2012185.16082520 2012185.16110000 154.775 0
INSR LETG 2012185.16115640 2012185.16144760 152.212 10
RETR LETG 2012186.16033860 2012186.16061850 152.725 4
INSR HETG 2012186.16070970 2012186.16094450 154.775 0
RETR HETG 2012186.20480480 2012186.20503960 154.775 0
INSR HETG 2012191.22202550 2012191.22230030 154.519 0
RETR HETG 2012192.05365840 2012192.05393320 154.775 0
INSR HETG 2012192.22542870 2012192.22570350 154.775 0
RETR HETG 2012193.05202750 2012193.05230230 154.775 0
INSR HETG 2012194.05200120 2012194.05223600 154.775 0
RETR HETG 2012198.04455090 2012198.04482570 154.775 0
INSR HETG 2012198.10534530 2012198.10562010 154.775 0
RETR HETG 2012198.19462890 2012198.19490370 154.775 0
INSR HETG 2012199.21035350 2012199.21062830 154.775 0
RETR HETG 2012200.21220340 2012200.21243820 154.775 0
INSR HETG 2012200.22550660 2012200.22574140 154.775 0
RETR HETG 2012202.03303710 2012202.03331190 154.775 0
INSR HETG 2012202.12305170 2012202.12332650 154.775 0
RETR HETG 2012206.03194040 2012206.03221520 154.775 0
INSR HETG 2012206.06510580 2012206.06534060 154.775 0
RETR HETG 2012210.17345630 2012210.17373110 154.775 0
INSR HETG 2012212.12533520 2012212.12561000 154.519 0
RETR HETG 2012213.10022510 2012213.10045990 154.775 0
INSR HETG 2012214.17124420 2012214.17151890 154.775 0
RETR HETG 2012215.21353310 2012215.21380790 154.775 0
INSR LETG 2012216.17392890 2012216.17421400 152.212 7
RETR LETG 2012217.02340020 2012217.02363800 152.725 3
INSR HETG 2012217.02373030 2012217.02400400 153.75 0
RETR HETG 2012219.07590040 2012219.08013520 154.775 0
INSR HETG 2012219.22055180 2012219.22082660 154.519 0
RETR HETG 2012221.05403150 2012221.05430620 154.775 0
INSR HETG 2012233.08515840 2012233.08543220 153.494 0
RETR HETG 2012233.19035190 2012233.19062670 154.775 0
INSR HETG 2012235.05003130 2012235.05030610 154.775 0
RETR HETG 2012235.15345370 2012235.15372840 154.775 0
INSR HETG 2012236.07234110 2012236.07261690 155.031 0
RETR HETG 2012236.18071290 2012236.18094770 154.775 0
INSR HETG 2012243.10085500 2012243.10112980 154.775 0
RETR HETG 2012243.20195420 2012243.20222890 154.775 0
INSR HETG 2012246.11533210 2012246.11560790 155.031 0
RETR HETG 2012246.22212900 2012246.22240380 154.775 0
INSR HETG 2012248.12153720 2012248.12181200 155.031 0
RETR HETG 2012250.12443320 2012250.12470800 154.775 0
INSR HETG 2012251.08161490 2012251.08184970 154.775 0
RETR HETG 2012252.12433540 2012252.12461020 154.775 0
INSR HETG 2012256.08365770 2012256.08393240 154.775 0
RETR HETG 2012256.16132980 2012256.16160450 154.775 0
INSR HETG 2012266.23110510 2012266.23133990 155.031 0
RETR HETG 2012267.07594060 2012267.08021540 154.775 0
INSR HETG 2012280.16214030 2012280.16241510 154.775 0
RETR HETG 2012282.06072240 2012282.06095820 154.775 1
INSR HETG 2012286.11185350 2012286.11212730 153.494 0
RETR HETG 2012287.15475970 2012287.15503440 154.775 0
INSR HETG 2012290.00410330 2012290.00433700 153.237 0
RETR HETG 2012292.01064350 2012292.01091830 154.775 0
INSR HETG 2012292.08414850 2012292.08442320 154.775 0
RETR HETG 2012292.19201480 2012292.19224950 154.775 0
INSR HETG 2012293.16130210 2012293.16153690 154.775 0
RETR HETG 2012294.01393730 2012294.01421200 154.775 0
INSR HETG 2012294.17163340 2012294.17190820 154.775 0
RETR HETG 2012295.13183230 2012295.13210710 154.775 0
INSR HETG 2012296.15520230 2012296.15543810 155.031 0
RETR HETG 2012298.01542410 2012298.01565890 154.775 0
INSR HETG 2012299.03181820 2012299.03205200 153.494 0
RETR HETG 2012299.22583240 2012299.23010720 154.775 0
INSR HETG 2012303.23251890 2012303.23275260 153.494 0
RETR HETG 2012305.16515990 2012305.16543470 154.775 0
INSR LETG 2012333.12501810 2012333.12530420 152.212 7
RETR LETG 2012333.22062900 2012333.22091300 152.212 6
INSR LETG 2012338.19265920 2012338.19294110 152.212 5
RETR LETG 2012339.02590890 2012339.03015290 152.212 6
INSR HETG 2012354.16391900 2012354.16415270 154.262 0
RETR HETG 2012356.01383690 2012356.01411060 154.262 0
INSR HETG 2012357.05555370 2012357.05582740 154.006 0
RETR HETG 2012358.16011390 2012358.16034860 154.262 0
INSR HETG 2012359.13092170 2012359.13115540 154.262 0
RETR HETG 2012361.00085210 2012361.00112590 154.262 0
INSR HETG 2012362.03445150 2012362.03472630 154.262 0
RETR HETG 2012363.14381290 2012363.14404760 154.262 0
INSR HETG 2013026.16153890 2013026.16181370 154.262 0
RETR HETG 2013027.21400290 2013027.21423670 154.262 0
INSR LETG 2013038.19080500 2013038.19104490 152.212 4
RETR LETG 2013039.03534840 2013039.03562830 152.212 4
INSR HETG 2013044.09240430 2013044.09263900 154.262 0
RETR HETG 2013044.18195030 2013044.18222510 154.262 0
INSR HETG 2013045.02392130 2013045.02415510 154.262 0
RETR HETG 2013045.11594850 2013045.12022330 154.262 0
INSR HETG 2013060.14491210 2013060.14514690 154.262 0
RETR HETG 2013061.12505130 2013061.12532510 154.262 0
INSR LETG 2013064.23071330 2013064.23095210 152.212 4
RETR LETG 2013065.05080640 2013065.05104320 152.212 3
INSR LETG 2013069.07575840 2013069.08003830 152.212 4
RETR LETG 2013069.13560240 2013069.13584120 152.212 4
INSR LETG 2013073.12594120 2013073.13022110 152.212 4
RETR LETG 2013073.13551240 2013073.13575130 152.212 4
INSR LETG 2013073.20110960 2013073.20135150 152.212 5
RETR LETG 2013074.01531830 2013074.01555720 152.212 4
INSR LETG 2013076.07105370 2013076.07133970 152.212 7
RETR LETG 2013078.05303980 2013078.05332270 152.212 6
INSR HETG 2013080.20054910 2013080.20082290 154.262 0
RETR HETG 2013081.16102290 2013081.16125660 154.262 0
INSR HETG 2013084.16383200 2013084.16410570 154.262 0
RETR HETG 2013085.09480050 2013085.09503430 154.262 0
INSR HETG 2013086.13584790 2013086.14012260 154.519 0
